"id","city","state_code","state_name"
875,Hurlburt Field,FL,Florida
876,Hurdsfield,ND,North Dakota
877,East Northport,NY,New York
878,Egg Harbor,WI,Wisconsin
879,Tylersville,PA,Pennsylvania
880,Bible School Park,NY,New York
881,Fort Thomas,AZ,Arizona
882,Hendrix,OK,Oklahoma
883,Alamo,TN,Tennessee
884,Islesford,ME,Maine
885,Pemaquid,ME,Maine
886,Hanover,CT,Connecticut
887,Ridgeville,SC,South Carolina
888,Silver Lake,IN,Indiana
889,Demotte,IN,Indiana
890,Patton,PA,Pennsylvania
891,Ferrum,VA,Virginia
892,State College,PA,Pennsylvania
893,Bouton,IA,Iowa
894,Kentfield,CA,California
895,Fort Eustis,VA,Virginia
896,Barry,IL,Illinois
897,Franklin,AL,Alabama
898,Athens,WV,West Virginia
899,Bim,WV,West Virginia
900,Gregory,SD,South Dakota
901,Jackhorn,KY,Kentucky
902,Sharpsburg,MD,Maryland
903,Colona,IL,Illinois
904,Blue Jay,CA,California
905,Merritt Island,FL,Florida
906,Cambridge,VT,Vermont
907,Ozan,AR,Arkansas
908,Pittsburg,IL,Illinois
909,Dewey,AZ,Arizona
910,West Grove,IA,Iowa
911,East Amherst,NY,New York
912,North Wales,PA,Pennsylvania
913,Henrieville,UT,Utah
914,Bremo Bluff,VA,Virginia
915,Jenkinsburg,GA,Georgia
916,Juneau,PA,Pennsylvania
917,Saint Francis,AR,Arkansas
918,North Windham,CT,Connecticut
919,Owensburg,IN,Indiana
920,Branchville,SC,South Carolina
921,Kinmundy,IL,Illinois
922,Ferguson,KY,Kentucky
923,Gloster,LA,Louisiana
924,Fenn,ID,Idaho
925,Hornitos,CA,California
926,Pacific Beach,WA,Washington
927,Vaughan,MS,Mississippi
928,New Germantown,PA,Pennsylvania
929,Fair Haven,NY,New York
930,Kingston,IL,Illinois
931,Strongsville,OH,Ohio
932,Selden,NY,New York
933,Yolyn,WV,West Virginia
934,Gilboa,NY,New York
935,Stanley,NC,North Carolina
936,Middlesborough,KY,Kentucky
937,Weaver,AL,Alabama
938,San Dimas,CA,California
939,Wildorado,TX,Texas
940,Chesterfield,VA,Virginia
941,Winston,NM,New Mexico
942,Wilson,NC,North Carolina
943,Inland,NE,Nebraska
944,Sayner,WI,Wisconsin
945,Longford,KS,Kansas
946,Jacksonville,AL,Alabama
947,Mottville,NY,New York
948,Aylett,VA,Virginia
949,Green Valley,IL,Illinois
950,Charlestown,MA,Massachusetts
951,Roseville,MI,Michigan
952,Poca,WV,West Virginia
953,McKinney,KY,Kentucky
954,Vanceboro,NC,North Carolina
955,Reform,AL,Alabama
956,Shady Valley,TN,Tennessee
957,Fort Gaines,GA,Georgia
958,Twin Mountain,NH,New Hampshire
959,Hawthorn,PA,Pennsylvania
960,Graham,OK,Oklahoma
961,Young,AZ,Arizona
962,Cobleskill,NY,New York
963,Intervale,NH,New Hampshire
964,Lester,WV,West Virginia
965,Radium Springs,NM,New Mexico
966,Dalhart,TX,Texas
967,Clinton,MD,Maryland
968,Unity,IL,Illinois
969,Garysburg,NC,North Carolina
970,Hampshire,IL,Illinois
971,Westport,WA,Washington
972,Nortonville,KS,Kansas
973,Coplay,PA,Pennsylvania
974,Oyens,IA,Iowa
975,Powers Lake,WI,Wisconsin
976,Onley,VA,Virginia
977,Seth,WV,West Virginia
978,Delta,OH,Ohio
979,Port Kent,NY,New York
980,Layton,UT,Utah
981,Ickesburg,PA,Pennsylvania
982,Liscomb,IA,Iowa
983,Shaw,MS,Mississippi
984,Deer Lodge,TN,Tennessee
985,Osceola,MO,Missouri
986,Edgewater,FL,Florida
987,Forest Junction,WI,Wisconsin
988,Sumatra,MT,Montana
989,Marble Rock,IA,Iowa
990,Toledo,IA,Iowa
991,Manassas,GA,Georgia
992,Orlinda,TN,Tennessee
993,Charlotteville,NY,New York
994,Lanexa,VA,Virginia
995,Bethany,MO,Missouri
996,Neelyville,MO,Missouri
997,Killingworth,CT,Connecticut
998,Hollsopple,PA,Pennsylvania
999,Parachute,CO,Colorado
"1,000",Grimes,CA,California
"1,001",Monument Beach,MA,Massachusetts
"1,002",Cora,WV,West Virginia
"1,003",Richards,MO,Missouri
"1,004",Ransomville,NY,New York
"1,005",Stites,ID,Idaho
"1,006",Rosser,TX,Texas
"1,007",Liberty,IN,Indiana
"1,008",East Dorset,VT,Vermont
"1,009",Rexford,NY,New York
"1,010",Burney,CA,California
"1,011",Horse Creek,WY,Wyoming
"1,012",Amalia,NM,New Mexico
"1,013",Elmer,NJ,New Jersey
"1,014",Monroe,IA,Iowa
"1,015",Rock Hall,MD,Maryland
"1,016",Leisenring,PA,Pennsylvania
"1,017",Brookline,MA,Massachusetts
"1,018",Kiowa,OK,Oklahoma
"1,019",Groveland,NY,New York
"1,020",Allenhurst,GA,Georgia
"1,021",Mirror Lake,NH,New Hampshire
"1,022",Winthrop,IA,Iowa
"1,023",Belle Plaine,IA,Iowa
"1,024",Redmond,OR,Oregon
"1,025",Morganton,NC,North Carolina
"1,026",Milo,MO,Missouri
"1,027",Lemitar,NM,New Mexico
"1,028",Mikana,WI,Wisconsin
"1,029",El Centro,CA,California
"1,030",Cornish Flat,NH,New Hampshire
"1,031",Grouse Creek,UT,Utah
"1,032",San Miguel,NM,New Mexico
"1,033",Knoxville,AR,Arkansas
"1,034",Rockville,UT,Utah
"1,035",Kincaid,IL,Illinois
"1,036",Tebbetts,MO,Missouri
"1,037",Allen,MI,Michigan
"1,038",Rector,PA,Pennsylvania
"1,039",Westphalia,MI,Michigan
"1,040",New Liberty,KY,Kentucky
"1,041",Greenwood,IN,Indiana
"1,042",Dighton,MA,Massachusetts
"1,043",Sugar Loaf,NY,New York
"1,044",Seabeck,WA,Washington
"1,045",Kingston,UT,Utah
"1,046",Bottineau,ND,North Dakota
"1,047",Plaucheville,LA,Louisiana
"1,048",Ophir,CO,Colorado
"1,049",Pequot Lakes,MN,Minnesota
"1,050",La Honda,CA,California
"1,051",Shawmut,ME,Maine
"1,052",Bonanza,OR,Oregon
"1,053",Campton,NH,New Hampshire
"1,054",Smithtown,NY,New York
"1,055",Durant,MS,Mississippi
"1,056",Fair Lawn,NJ,New Jersey
"1,057",Howard Lake,MN,Minnesota
"1,058",Cheyenne,OK,Oklahoma
"1,059",Elmwood,WI,Wisconsin
"1,060",Rudd,IA,Iowa
"1,061",Dawson,TX,Texas
"1,062",Sandston,VA,Virginia
"1,063",Rindge,NH,New Hampshire
"1,064",Lochloosa,FL,Florida
"1,065",Commack,NY,New York
"1,066",Gradyville,KY,Kentucky
"1,067",Winslow,NE,Nebraska
"1,068",Oxbow,OR,Oregon
"1,069",Rutland,MA,Massachusetts
"1,070",Edgewood,IL,Illinois
"1,071",Chester,WV,West Virginia
"1,072",Leivasy,WV,West Virginia
"1,073",Wilmette,IL,Illinois
"1,074",Midway,PA,Pennsylvania
"1,075",Amawalk,NY,New York
"1,076",California,MO,Missouri
"1,077",Portageville,NY,New York
"1,078",Farmington,MN,Minnesota
"1,079",Friday Harbor,WA,Washington
"1,080",Leslie,MI,Michigan
"1,081",Lapeer,MI,Michigan
"1,082",Post Mills,VT,Vermont
"1,083",Red Oak,IA,Iowa
"1,084",Riverdale,IL,Illinois
"1,085",Saginaw,MN,Minnesota
"1,086",Edmonson,TX,Texas
"1,087",Glendale,KY,Kentucky
"1,088",Eastham,MA,Massachusetts
"1,089",Goshen,NY,New York
"1,090",Woody,CA,California
"1,091",Rocky River,OH,Ohio
"1,092",Sparks,NV,Nevada
"1,093",Bon Wier,TX,Texas
"1,094",Peoria,IL,Illinois
"1,095",Atwood,TN,Tennessee
"1,096",Russell,MA,Massachusetts
"1,097",Aroma Park,IL,Illinois
"1,098",Kansas,OH,Ohio
"1,099",Long Island,VA,Virginia
"1,100",Linton,ND,North Dakota
"1,101",Ben Wheeler,TX,Texas
"1,102",Boxholm,IA,Iowa
"1,103",Haworth,OK,Oklahoma
"1,104",Riverview,FL,Florida
"1,105",Dorena,OR,Oregon
"1,106",Chase Mills,NY,New York
"1,107",Sedalia,KY,Kentucky
"1,108",Desdemona,TX,Texas
"1,109",Normandy,TN,Tennessee
"1,110",Southmayd,TX,Texas
"1,111",Clifford,VA,Virginia
"1,112",Cornish,UT,Utah
"1,113",Couderay,WI,Wisconsin
"1,114",New Ulm,TX,Texas
"1,115",Lowes,KY,Kentucky
"1,116",El Jebel,CO,Colorado
"1,117",Saint Marie,MT,Montana
"1,118",Foster,VA,Virginia
"1,119",Altamont,TN,Tennessee
"1,120",Albrightsville,PA,Pennsylvania
"1,121",Fontanelle,IA,Iowa
"1,122",Elgin,TN,Tennessee
"1,123",Alder Creek,NY,New York
"1,124",Douglas,WY,Wyoming
"1,125",Wesley,IA,Iowa
"1,126",Nenzel,NE,Nebraska
"1,127",Nikolski,AK,Alaska
"1,128",Mallory,NY,New York
"1,129",Indian Head,PA,Pennsylvania
"1,130",Cascilla,MS,Mississippi
"1,131",Greycliff,MT,Montana
"1,132",Ridgeville Corners,OH,Ohio
"1,133",Plentywood,MT,Montana
"1,134",Chase,LA,Louisiana
"1,135",South Fork,PA,Pennsylvania
"1,136",Bellmont,IL,Illinois
"1,137",Norco,LA,Louisiana
"1,138",Santa Ana,CA,California
"1,139",Battery Park,VA,Virginia
"1,140",Van Buren,IN,Indiana
"1,141",Waterford,WI,Wisconsin
"1,142",Harrisonburg,LA,Louisiana
"1,143",New Albany,OH,Ohio
"1,144",Creola,OH,Ohio
"1,145",Hiwassee,VA,Virginia
"1,146",Doniphan,NE,Nebraska
"1,147",Soulsbyville,CA,California
"1,148",Riverton,NJ,New Jersey
"1,149",Park Falls,WI,Wisconsin
"1,150",Thomasville,GA,Georgia
"1,151",Grand Chain,IL,Illinois
"1,152",Barrackville,WV,West Virginia
"1,153",Lincoln,KS,Kansas
"1,154",Caddo Gap,AR,Arkansas
"1,155",Glenoma,WA,Washington
"1,156",Leonard,MI,Michigan
"1,157",Tubac,AZ,Arizona
"1,158",Cedars,PA,Pennsylvania
"1,159",Woodland,GA,Georgia
"1,160",Pryor,OK,Oklahoma
"1,161",Middle Village,NY,New York
"1,162",Cortez,CO,Colorado
"1,163",Harrisville,RI,Rhode Island
"1,164",Lumberport,WV,West Virginia
"1,165",Dixfield,ME,Maine
"1,166",Livingston,KY,Kentucky
"1,167",Holder,FL,Florida
"1,168",Kanarraville,UT,Utah
"1,169",Erin,NY,New York
"1,170",Beaver,AR,Arkansas
"1,171",Theresa,WI,Wisconsin
"1,172",Lambrook,AR,Arkansas
"1,173",Bradfordsville,KY,Kentucky
"1,174",Tres Pinos,CA,California
"1,175",Grundy,VA,Virginia
"1,176",Spring Park,MN,Minnesota
"1,177",Norwalk,IA,Iowa
"1,178",Anguilla,MS,Mississippi
"1,179",Wagon Mound,NM,New Mexico
"1,180",Lititz,PA,Pennsylvania
"1,181",Easton,MN,Minnesota
"1,182",Chambersburg,PA,Pennsylvania
"1,183",Gilsum,NH,New Hampshire
"1,184",Sargent,GA,Georgia
"1,185",Fairfax,MN,Minnesota
"1,186",Fremont,MI,Michigan
"1,187",Chicora,PA,Pennsylvania
"1,188",College Corner,OH,Ohio
"1,189",Creighton,SD,South Dakota
"1,190",Mazomanie,WI,Wisconsin
"1,191",Spencer,TN,Tennessee
"1,192",Langdon,ND,North Dakota
"1,193",Alpena,SD,South Dakota
"1,194",Callensburg,PA,Pennsylvania
"1,195",Moreauville,LA,Louisiana
"1,196",Cape Canaveral,FL,Florida
"1,197",Rochelle,IL,Illinois
"1,198",Morris,MO,Missouri
"1,199",Putnamville,IN,Indiana
"1,200",Enfield,CT,Connecticut
"1,201",Willows,CA,California
"1,202",Quinby,VA,Virginia
"1,203",Whittaker,MI,Michigan
"1,204",Millheim,PA,Pennsylvania
"1,205",Colliers,WV,West Virginia
"1,206",Hayes,LA,Louisiana
"1,207",East Millsboro,PA,Pennsylvania
"1,208",Clarksdale,MO,Missouri
"1,209",La Porte City,IA,Iowa
"1,210",McFarland,KS,Kansas
"1,211",Galt,IL,Illinois
"1,212",Cache,IL,Illinois
"1,213",Nash,TX,Texas
"1,214",Kennesaw,GA,Georgia
"1,215",Wolflake,IN,Indiana
"1,216",Torrance,PA,Pennsylvania
"1,217",Mardela Springs,MD,Maryland
"1,218",Concord,NH,New Hampshire
"1,219",Prue,OK,Oklahoma
"1,220",Arroyo Hondo,NM,New Mexico
"1,221",Villa Park,IL,Illinois
"1,222",Wamsutter,WY,Wyoming
"1,223",Limestone,PA,Pennsylvania
"1,224",Sagola,MI,Michigan
"1,225",Mazon,IL,Illinois
"1,226",McDermitt,NV,Nevada
"1,227",Cape May,NJ,New Jersey
"1,228",Lillian,TX,Texas
"1,229",Pequannock,NJ,New Jersey
"1,230",North Hollywood,CA,California
"1,231",Paradis,LA,Louisiana
"1,232",Morovis,PR,Puerto Rico
"1,233",Monee,IL,Illinois
"1,234",Villisca,IA,Iowa
"1,235",Bloomington,CA,California
"1,236",Almena,WI,Wisconsin
"1,237",Lepanto,AR,Arkansas
"1,238",Saint Meinrad,IN,Indiana
"1,239",Evans,CO,Colorado
"1,240",Berclair,TX,Texas
"1,241",Canvas,WV,West Virginia
"1,242",North Turner,ME,Maine
"1,243",Owls Head,NY,New York
"1,244",Indian Valley,VA,Virginia
"1,245",Drew,MS,Mississippi
"1,246",Cupertino,CA,California
"1,247",Chitina,AK,Alaska
"1,248",Holbrook,MA,Massachusetts
"1,249",Metcalfe,MS,Mississippi
"1,250",Waynesfield,OH,Ohio
"1,251",Havelock,IA,Iowa
"1,252",Clarkridge,AR,Arkansas
"1,253",Melbourne,IA,Iowa
"1,254",Hartland,ME,Maine
"1,255",Pottersville,NJ,New Jersey
"1,256",Clifton,SC,South Carolina
"1,257",Sharples,WV,West Virginia
"1,258",Rodman,NY,New York
"1,259",Linden,CA,California
"1,260",Richville,NY,New York
"1,261",Oak Ridge,NJ,New Jersey
"1,262",Bryantville,MA,Massachusetts
"1,263",Birdeye,AR,Arkansas
"1,264",Hazel Park,MI,Michigan
"1,265",East Rutherford,NJ,New Jersey
"1,266",Hillsville,VA,Virginia
"1,267",Lone,KY,Kentucky
"1,268",Palmyra,MI,Michigan
"1,269",Mary D,PA,Pennsylvania
"1,270",Nevada City,CA,California
"1,271",Adelphia,NJ,New Jersey
"1,272",Indianola,PA,Pennsylvania
"1,273",Iota,LA,Louisiana
"1,274",North Fork,ID,Idaho
"1,275",Cuba,NY,New York
"1,276",Saint Anthony,IN,Indiana
"1,277",Shellsburg,IA,Iowa
"1,278",Rockaway Beach,MO,Missouri
"1,279",West Lebanon,NY,New York
"1,280",Gardiner,MT,Montana
"1,281",Spanish Fork,UT,Utah
"1,282",Venango,NE,Nebraska
"1,283",Everly,IA,Iowa
"1,284",Highland Park,IL,Illinois
"1,285",Jackson,MT,Montana
"1,286",Lisbon,NH,New Hampshire
"1,287",Magnolia,MN,Minnesota
"1,288",Thorpe,WV,West Virginia
"1,289",West Bethel,ME,Maine
"1,290",Neptune,NJ,New Jersey
"1,291",Mineral Ridge,OH,Ohio
"1,292",Olton,TX,Texas
"1,293",Windsor,ME,Maine
"1,294",Mayville,ND,North Dakota
"1,295",North Washington,IA,Iowa
"1,296",Teachey,NC,North Carolina
"1,297",Jamaica Plain,MA,Massachusetts
"1,298",Butterfield,MN,Minnesota
"1,299",Forestburgh,NY,New York
"1,300",Swanquarter,NC,North Carolina
"1,301",Bussey,IA,Iowa
"1,302",Mission,TX,Texas
"1,303",Elroy,WI,Wisconsin
"1,304",Arroyo Grande,CA,California
"1,305",Great Bend,ND,North Dakota
"1,306",Bunker Hill,IN,Indiana
"1,307",Oelwein,IA,Iowa
"1,308",Waterbury,NE,Nebraska
"1,309",Randalia,IA,Iowa
"1,310",Catawba,NC,North Carolina
"1,311",Leonore,IL,Illinois
"1,312",Lynx,OH,Ohio
"1,313",Davidson,OK,Oklahoma
"1,314",Sunspot,NM,New Mexico
"1,315",Welton,IA,Iowa
"1,316",Amberson,PA,Pennsylvania
"1,317",Omaha,AR,Arkansas
"1,318",South Yarmouth,MA,Massachusetts
"1,319",Exira,IA,Iowa
"1,320",Sacramento,KY,Kentucky
"1,321",Rockford,MI,Michigan
"1,322",Reserve,LA,Louisiana
"1,323",Basin,WY,Wyoming
"1,324",Webster,NC,North Carolina
"1,325",Walston,PA,Pennsylvania
"1,326",East Falmouth,MA,Massachusetts
"1,327",Petroleum,WV,West Virginia
"1,328",Sturgis,SD,South Dakota
"1,329",Monument,OR,Oregon
"1,330",Daleville,IN,Indiana
"1,331",Athol,ID,Idaho
"1,332",Mulberry,KS,Kansas
"1,333",Lashmeet,WV,West Virginia
"1,334",Sequatchie,TN,Tennessee
"1,335",Dona Ana,NM,New Mexico
"1,336",Emily,MN,Minnesota
"1,337",Frankfort,IL,Illinois
"1,338",Mount Calvary,WI,Wisconsin
"1,339",High Bridge,WI,Wisconsin
"1,340",Portland,MO,Missouri
"1,341",Vails Gate,NY,New York
"1,342",Moscow,MI,Michigan
"1,343",Vanndale,AR,Arkansas
"1,344",Tieton,WA,Washington
"1,345",Oxford,MS,Mississippi
"1,346",Madison Lake,MN,Minnesota
"1,347",Albany,MO,Missouri
"1,348",Chilton,WI,Wisconsin
"1,349",Tariffville,CT,Connecticut
"1,350",Sullivan,IN,Indiana
"1,351",Sarona,WI,Wisconsin
"1,352",Elida,NM,New Mexico
"1,353",Crothersville,IN,Indiana
"1,354",Harrellsville,NC,North Carolina
"1,355",East Lynn,WV,West Virginia
"1,356",Spearsville,LA,Louisiana
"1,357",Wheatland,IA,Iowa
"1,358",Isabella,MN,Minnesota
"1,359",Waiteville,WV,West Virginia
"1,360",Woodward,OK,Oklahoma
"1,361",Nashua,MT,Montana
"1,362",Barton,AR,Arkansas
"1,363",Ladiesburg,MD,Maryland
"1,364",Sauk Rapids,MN,Minnesota
"1,365",Alpine,UT,Utah
"1,366",New Burnside,IL,Illinois
"1,367",Circle,AK,Alaska
"1,368",Morrisville,VT,Vermont
"1,369",Shaktoolik,AK,Alaska
"1,370",Points,WV,West Virginia
"1,371",Loganville,GA,Georgia
"1,372",Itasca,TX,Texas
"1,373",Bordentown,NJ,New Jersey
"1,374",Whitesboro,TX,Texas
"1,375",Vandiver,AL,Alabama
"1,376",Amarillo,TX,Texas
"1,377",Windermere,FL,Florida
"1,378",Greencastle,PA,Pennsylvania
"1,379",Auburn,NY,New York
"1,380",New Ross,IN,Indiana
"1,381",Bakerton,KY,Kentucky
"1,382",Higginsport,OH,Ohio
"1,383",Sister Bay,WI,Wisconsin
"1,384",Gaastra,MI,Michigan
"1,385",Corsicana,TX,Texas
"1,386",Unionville,OH,Ohio
"1,387",Clay,MO,Missouri
"1,388",Newhope,AR,Arkansas
"1,389",Enning,SD,South Dakota
"1,390",Drennen,WV,West Virginia
"1,391",Montreal,WI,Wisconsin
"1,392",May,ID,Idaho
"1,393",Whitlash,MT,Montana
"1,394",Lomax,IL,Illinois
"1,395",Isom,KY,Kentucky
"1,396",Pulaski,IA,Iowa
"1,397",Middlebury,IN,Indiana
"1,398",Chartley,MA,Massachusetts
"1,399",Morrill,KS,Kansas
"1,400",Bowlegs,OK,Oklahoma
"1,401",Burlington,MA,Massachusetts
"1,402",Columbus,MS,Mississippi
"1,403",Renovo,PA,Pennsylvania
"1,404",Elk Mountain,WY,Wyoming
"1,405",Manvel,TX,Texas
"1,406",Russell,MN,Minnesota
"1,407",Clyde,KS,Kansas
"1,408",Salt Rock,WV,West Virginia
"1,409",Layland,WV,West Virginia
"1,410",Maddock,ND,North Dakota
"1,411",Carthage,SD,South Dakota
"1,412",Lodi,TX,Texas
"1,413",Prather,CA,California
"1,414",Warrensburg,MO,Missouri
"1,415",Panorama City,CA,California
"1,416",Miami,WV,West Virginia
"1,417",Mendocino,CA,California
"1,418",D'Iberville,MS,Mississippi
"1,419",Joinerville,TX,Texas
"1,420",Spencertown,NY,New York
"1,421",Friedensburg,PA,Pennsylvania
"1,422",Wardell,MO,Missouri
"1,423",Saint Charles,KY,Kentucky
"1,424",West Covina,CA,California
"1,425",Prairieton,IN,Indiana
"1,426",Farrell,PA,Pennsylvania
"1,427",Mount Dora,FL,Florida
"1,428",Noxen,PA,Pennsylvania
"1,429",Casnovia,MI,Michigan
"1,430",Lahmansville,WV,West Virginia
"1,431",Topanga,CA,California
"1,432",Ridott,IL,Illinois
"1,433",Park Forest,IL,Illinois
"1,434",Bates,AR,Arkansas
"1,435",Cape May Court House,NJ,New Jersey
"1,436",Union Furnace,OH,Ohio
"1,437",Monroe Bridge,MA,Massachusetts
"1,438",Clive,IA,Iowa
"1,439",Holtsville,NY,New York
"1,440",Stacyville,ME,Maine
"1,441",Central,AZ,Arizona
"1,442",Whitewater,CO,Colorado
"1,443",Cayce,SC,South Carolina
"1,444",Largo,FL,Florida
"1,445",Vanderbilt,MI,Michigan
"1,446",Lost Springs,WY,Wyoming
"1,447",Hoyleton,IL,Illinois
"1,448",Ypsilanti,MI,Michigan
"1,449",Sebastopol,MS,Mississippi
"1,450",Kosse,TX,Texas
"1,451",Flora,IN,Indiana
"1,452",Kennedyville,MD,Maryland
"1,453",Harmony,PA,Pennsylvania
"1,454",Lufkin,TX,Texas
"1,455",Potsdam,NY,New York
"1,456",Morrow,GA,Georgia
"1,457",McElhattan,PA,Pennsylvania
"1,458",Evadale,TX,Texas
"1,459",Oxford,MD,Maryland
"1,460",Palmyra,IN,Indiana
"1,461",Wilmar,AR,Arkansas
"1,462",Wainwright,AK,Alaska
"1,463",Finleyville,PA,Pennsylvania
"1,464",Camargo,OK,Oklahoma
"1,465",Perry,LA,Louisiana
"1,466",Adolphus,KY,Kentucky
"1,467",Richgrove,CA,California
"1,468",Brackenridge,PA,Pennsylvania
"1,469",Oraville,IL,Illinois
"1,470",Bridgeville,CA,California
"1,471",Buckingham,VA,Virginia
"1,472",Newport,NJ,New Jersey
"1,473",Palestine,OH,Ohio
"1,474",La Palma,CA,California
"1,475",Salem,SC,South Carolina
"1,476",Snover,MI,Michigan
"1,477",Bonita,LA,Louisiana
"1,478",Meriden,NH,New Hampshire
"1,479",Hookstown,PA,Pennsylvania
"1,480",Fisher,AR,Arkansas
"1,481",Hallsville,TX,Texas
"1,482",Travelers Rest,SC,South Carolina
"1,483",Connelly,NY,New York
"1,484",Bledsoe,KY,Kentucky
"1,485",Sierra City,CA,California
"1,486",Humboldt,NE,Nebraska
"1,487",Franklin,PA,Pennsylvania
"1,488",Middleton,MI,Michigan
"1,489",Pavillion,WY,Wyoming
"1,490",Louisburg,KS,Kansas
"1,491",Youngsville,NC,North Carolina
"1,492",Hardy,NE,Nebraska
"1,493",Britt,IA,Iowa
"1,494",Marinette,WI,Wisconsin
"1,495",Williams,IA,Iowa
"1,496",Weimar,TX,Texas
"1,497",Penn Laird,VA,Virginia
"1,498",Sycamore,IL,Illinois
"1,499",East Nassau,NY,New York
"1,500",Bloomsdale,MO,Missouri
"1,501",Turrell,AR,Arkansas
"1,502",Dorton,KY,Kentucky
"1,503",Bronston,KY,Kentucky
"1,504",Fort Lyon,CO,Colorado
"1,505",Capitan,NM,New Mexico
"1,506",Southern Md Facility,MD,Maryland
"1,507",Raymond,OH,Ohio
"1,508",Leadore,ID,Idaho
"1,509",Bosque Farms,NM,New Mexico
"1,510",Stanton,MO,Missouri
"1,511",Belleville,IL,Illinois
"1,512",Rossburg,NY,New York
"1,513",Locust,NC,North Carolina
"1,514",Saint Francis,WI,Wisconsin
"1,515",Tarkio,MO,Missouri
"1,516",Loma Linda,CA,California
"1,517",Winchester,IN,Indiana
"1,518",Pelham,TN,Tennessee
"1,519",Redding Ridge,CT,Connecticut
"1,520",Paradise,MT,Montana
"1,521",Washington,IA,Iowa
"1,522",Holland,OH,Ohio
"1,523",Kellogg,IA,Iowa
"1,524",Lake Pleasant,NY,New York
"1,525",Diamondville,WY,Wyoming
"1,526",Lansing,WV,West Virginia
"1,527",Powderhorn,CO,Colorado
"1,528",Munger,MI,Michigan
"1,529",Fort Shaw,MT,Montana
"1,530",Hull,GA,Georgia
"1,531",Crystal Springs,MS,Mississippi
"1,532",Danville,KY,Kentucky
"1,533",Grant,NE,Nebraska
"1,534",Strathmere,NJ,New Jersey
"1,535",Rockfield,IN,Indiana
"1,536",Stehekin,WA,Washington
"1,537",Plano,IL,Illinois
"1,538",Walnut Springs,TX,Texas
"1,539",Agra,OK,Oklahoma
"1,540",Clinton,KY,Kentucky
"1,541",Kerr,OH,Ohio
"1,542",Browns Summit,NC,North Carolina
"1,543",Bedford,OH,Ohio
"1,544",Littlerock,CA,California
"1,545",Wheatland,WY,Wyoming
"1,546",Veguita,NM,New Mexico
"1,547",Goshen,CA,California
"1,548",Veedersburg,IN,Indiana
"1,549",Shafter,TX,Texas
"1,550",Middle Amana,IA,Iowa
"1,551",Manito,IL,Illinois
"1,552",Damascus,PA,Pennsylvania
"1,553",Midway,AL,Alabama
"1,554",Bee Branch,AR,Arkansas
"1,555",Benton Ridge,OH,Ohio
"1,556",Charmco,WV,West Virginia
"1,557",Camp H M Smith,HI,Hawaii
"1,558",Sinai,SD,South Dakota
"1,559",Wilburn,AR,Arkansas
"1,560",Clayton,TX,Texas
"1,561",Rich Hill,MO,Missouri
"1,562",Wofford Heights,CA,California
"1,563",Littlefork,MN,Minnesota
"1,564",Mannsville,NY,New York
"1,565",Bennington,IN,Indiana
"1,566",Woodland,MI,Michigan
"1,567",Exton,PA,Pennsylvania
"1,568",Chinook,WA,Washington
"1,569",Letart,WV,West Virginia
"1,570",Russia,OH,Ohio
"1,571",Pernell,OK,Oklahoma
"1,572",Jamieson,OR,Oregon
"1,573",Shelbyville,KY,Kentucky
"1,574",McCausland,IA,Iowa
"1,575",Una,SC,South Carolina
"1,576",Cheney,KS,Kansas
"1,577",Woxall,PA,Pennsylvania
"1,578",Rockaway,NJ,New Jersey
"1,579",Glassport,PA,Pennsylvania
"1,580",Moss Beach,CA,California
"1,581",Congers,NY,New York
"1,582",Elk Grove,CA,California
"1,583",Stetsonville,WI,Wisconsin
"1,584",Selah,WA,Washington
"1,585",Garfield,WA,Washington
"1,586",Hot Springs,VA,Virginia
"1,587",Liverpool,TX,Texas
"1,588",Hickory Flat,MS,Mississippi
"1,589",Princeton,MO,Missouri
"1,590",Piedmont,KS,Kansas
"1,591",Danevang,TX,Texas
"1,592",Forest Knolls,CA,California
"1,593",Crichton,WV,West Virginia
"1,594",Mansfield Depot,CT,Connecticut
"1,595",Fremont,IN,Indiana
"1,596",Santo Domingo Pueblo,NM,New Mexico
"1,597",Frenchtown,NJ,New Jersey
"1,598",Moundville,AL,Alabama
"1,599",Silver Point,TN,Tennessee
"1,600",Josephine,PA,Pennsylvania
"1,601",Troy,VA,Virginia
"1,602",Kirkville,IA,Iowa
"1,603",Queen City,TX,Texas
"1,604",Sunset,TX,Texas
"1,605",Caruthers,CA,California
"1,606",Alexandria,MO,Missouri
"1,607",Cedar Falls,IA,Iowa
"1,608",Lewis,IN,Indiana
"1,609",Darwin,CA,California
"1,610",Bannock,OH,Ohio
"1,611",Groveland,CA,California
"1,612",Sharpsburg,KY,Kentucky
"1,613",Berthoud,CO,Colorado
"1,614",Ordinary,VA,Virginia
"1,615",South Lyon,MI,Michigan
"1,616",Bloomington,NY,New York
"1,617",Underwood,WA,Washington
"1,618",Warm Springs,VA,Virginia
"1,619",Sebree,KY,Kentucky
"1,620",Hildreth,NE,Nebraska
"1,621",Greenfield,IA,Iowa
"1,622",Millerton,PA,Pennsylvania
"1,623",Pocono Pines,PA,Pennsylvania
"1,624",Moatsville,WV,West Virginia
"1,625",Manson,IA,Iowa
"1,626",East Dover,VT,Vermont
"1,627",Keystone,IN,Indiana
"1,628",East Alton,IL,Illinois
"1,629",Munsonville,NH,New Hampshire
