"","id","brewery_id","beer_style_id","brewery_type_id","post_code","loc_id","name","description","abv","calories","ibu","num_ratings","overall_rating","beer_style_rating","mean_rating","beer_style_name","beer_style_norm","brewery_name","brewery_type","city","state","zip_code","country","lat","long","style_score"
"63","59","",68,NA,NA,NA,"Mikkeller Texas Ranger Barrel Aged (Eagle Rare Edition)","Ale Brewed with Chipotle Chili & Aged in Bourbon Whiskey Barrels",6.6,198,NA,108,99,100,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"64","60","530",68,3,"4,134","18719","Avery Rumpkin","Imperial Pumpkin Ale brewed with pumpkin puree and a blend of five spices. Aged in extremely fresh Gosling's Rum barrels for six months. Consume early and often, preferably with a pumpkin pie and/or s'mores.",18.1,543,15,453,99,100,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Avery Brewing Company","Commercial Brewery","Boulder","CO","80301","USA",40.044385,-105.21928,1
"65","61","",68,NA,NA,NA,"Mikkeller Texas Ranger","Brewed with Chipotle chili peppers.",6.6,198,NA,922,98,100,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"66","281","14,568",5,NA,NA,NA,"Hitorimusume (Only Daughter) Sayaka Junmai Sake","",14.5,435,NA,12,21,19,2.58,"Sak?? - Junmai","Sake",NA,NA,NA,NA,NA,NA,NA,NA,13
"67","62","",68,NA,NA,NA,"Mikkeller Texas Ranger Barrel Aged (Speyside Edition)","Danish: En Porter brygget specielt til Texas p??: vand, malt (smoked, maris otter, cara-crystal, brown og chocolate), ristet byg, humle (zeus, saaz og centennial), g??r og chipotle chili. Lagret p?? Speyside Whisky Barrels i 3 m??neder.",6.6,198,NA,132,98,100,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"68","63","1,627",68,6,"1,091","13177","Blue Tractor Schakolad Weizen","A traditional dunkel weizen beer with 14 pounds of chocolate added to the secondary finishing.",5.5,165,NA,23,98,100,3.96,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Blue Tractor BBQ & Brewery","Brew Pub","Ann Arbor","MI","48104","USA",42.266805,-83.72297,1
"69","64","12,787",68,6,"38,090","24636","Tampa Bay Gourds Gone Wild Pumpkin","",5.5,165,NA,24,98,100,3.93,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Tampa Bay Brewing Co.","Brew Pub","Tampa","FL","33605","USA",27.963849,-82.43193,1
"70","65","530",68,3,"4,134","18719","Avery Pump[KY]n","Annual Barrel Series.
 
Porter brewed with pumpkin & spices - aged in bourbon barrels.   
2014 vintage (1): 16.54% abv  
2014 vintage (2): 17.22% abv",16.54,496,NA,248,98,100,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Avery Brewing Company","Commercial Brewery","Boulder","CO","80301","USA",40.044385,-105.21928,1
"71","66","11,422",68,5,"17,705","8885","Saint Arnold Bishop??s Barrel #9","The base beer of BB9 is Pumpkinator. This beer pours a dark brown to black color with a tan head. The nose is pumpkin spice up front with oak, bourbon, vanilla and dark fruit in the background. The taste starts with sweet chocolate and pumpkin spice up front and finishes with a bit of alcohol heat and spices. This beer has a medium-full body with a soft mouthfeel. BB9 was aged in both Woodford Reserve and Willett bourbon barrels and blended prior to packaging.",12.9,387,NA,24,98,100,3.92,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Saint Arnold Brewing Company","Brew Pub/Brewery","Houston","TX","77020","USA",29.775927,-95.31836,1
"72","67","4,698",68,3,NA,NA,"Elysian Punkuccino Coffee Pumpkin Ale","A pumpkin ale with the attitude of a world-weary barista, Punkuccino packs a short shot of Stumptown coffee toddy in your pint with a shake of cinnamon and nutmeg.",5,150,NA,147,98,100,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Elysian Brewing (AB InBev)","Commercial Brewery",NA,NA,"","USA",NA,NA,1
"73","68","12,231",68,3,"20,423","23514","Southern Tier Rum Barrel Aged Pumking","Ale brewed with pumpkins. Natural flavours, 2 varieties of hops and 2 types of Malts.",10.7,321,NA,95,98,100,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Southern Tier Brewing Company (ABV)","Commercial Brewery","Lakewood","NY","14750","USA",42.098657,-79.32439,1
"74","69","3,524",68,4,"38,089","24636","Cigar City Good Gourd Imperial Pumpkin Ale","This high-gravity gob of gourd-y goodness incorporates pumpkin in the mashing process and then gets wicked with the spices including Ceylon cinnamon, Jamaican all spice, Zanzibar cloves and nutmeg.",8.5,255,35,380,97,100,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Cigar City Brewing","Microbrewery","Tampa","FL","33607","USA",27.963798,-82.49537,1
"75","173","",42,NA,NA,NA,"Artezan Kazimierz","Rye Porter Bourbon BA // 15 Blg",6,180,NA,37,99,100,3.92,"Porter","Porter",NA,NA,NA,NA,NA,NA,NA,NA,9
"76","71","1,898",68,NA,NA,NA,"Dunham Saison Fleurs Sauvages","Saison brewed with local honey and wildflowers picked by Gasp??sie Sauvage.
Flowers used in this brew : wild elderflowers, wild raspberry and wild Heracleum.
 
Saison brass??e avec miel local et fleurs sauvages de Gasp??sie sauvage.
Les fleurs utilis??es dans cette cuv??e sont le sureau sauvage, le framboisier sauvage et la berce.",6,180,5,48,97,100,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"77","72","11,422",68,5,"17,705","8885","Saint Arnold Pumpkinator Imperial Pumpkin Stout","Important: let this beer warm to at least 50?? before enjoying. This beer is black with some ruby highlights. The nose is full of pumpkin pie spices and some alcohol. There are notes of nutmeg, caraway and vanilla. The taste starts with chocolate malt with a hint of spice and rolls into a warm spicy alcohol taste which has the effect of creating the balance that usually comes from the hop bitter. There is some hop bitter on the finish, but not much. Overall, this beer finishes relatively dry for such a big beer. As it warms, the spices move forward in the taste and the chocolate moves to the finish. The pumpkin provides a pleasant undertone and a nice mouthfeel. The spices will probably fade some over time; they mellowed considerably while still in the fermenter.
 
Originally brewed as Divine Reserve #9.",10,300,NA,307,97,100,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Saint Arnold Brewing Company","Brew Pub/Brewery","Houston","TX","77020","USA",29.775927,-95.31836,1
"78","73","6,078",68,4,"7,295","30253","HammerHeart Thor??s Imperial Porter","Named after the peoples god, the mighty Thor. This Porter is high ABV, full of robust smoked malts and chocolate notes while remaining balanced and hoppy. Finishes with the bite of Habanero and Chipotle Peppers.",9.5,285,NA,21,97,100,3.89,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","HammerHeart Brewing Company","Microbrewery","Circle Pines","MN","55014","USA",45.153516,-93.14463,1
"79","74","10,269",68,4,"7,014","11056","Pipeworks The One Horned Wonder and His Fanciful Flying Fresno","Big Ole Pale Ale with Fresno Chiles and Passion Fruit Added
 
It's a bird! It's a planet! No, It's the One Horned Wonder and His Fanciful Flying Fresno!!! This dynamic duo is taking off with Citra and Galaxy hops. But wait, this flight's just getting started. The pilots at The Aviary have turned off the fasten seat belt sign. This in-flight pale ale features a passion fruit puree and a hint of Freno chile to bump it up to first class. Please, sit back and enjoy the flight.",9,270,NA,22,98,99,3.88,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Pipeworks Brewing Company","Microbrewery","Chicago","IL","60647","USA",41.921126,-87.70085,1
"80","75","4,753",68,4,"34,083","7379","Epic Old Sage Brett","This wise old beer shows off lots of herbal funk. Brewed with rosemary, sage and thyme then aged in old Brainless on Peaches casks with Brettanomyces yeast. Flavors of tropical citrus mix with chardonnay notes and a funky, slightly tart finish.",7.6,228,NA,33,97,100,3.83,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Epic Brewing Company (UT/CO)","Microbrewery","Salt Lake City","UT","84111","USA",40.7547,-111.88361,1
"81","76","",68,NA,NA,NA,"Bell??s Eccentric Ale","Monster of a beer, shrouded in mystery, brewed once a year. This beer is hopped quadruple-strength, and exoticly spiced.",11,330,NA,368,97,100,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"82","118","3,513",40,NA,NA,NA,"Michel Jodoin Cidre de Glace Ros??","The Geneva variety of apple gives this exclusive ice cider its natural blazing color and lively acidity.

Gr??ce ?? la pomme Geneva, ce cidre de glace exclusif acquiert naturellement sa couleur flamboyante et ses acides vivifiants.

From www.cidrerie-michel-jodoin.qc.ca",8,240,NA,60,99,94,NA,"Ice Cider/Ice Perry","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"83","77","7,749",68,4,"24,813","6239","Lakefront Imperial Pumpkin (2014-)","Our Brandy Barrel-Aged Imperial Pumpkin Ale pays homage to Lakefront's formative years and to our Wisconsin roots. It pours a copper-orange with a fine, off-white head. The aroma is caramel-forward, followed by cinnamon, vanilla, nutmeg, oak, and subtle brandy notes. The full, moderately bright mouthfeel starts  with cinnamon, nutmeg, and caramel malt, then yields Madagascar vanilla bean, oak, and brandy flavors. A lingering oak and malty sweetness are left on the palate; a reminder of how we've honed our craft over the years.",9.5,285,NA,50,97,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Lakefront Brewery","Microbrewery","Milwaukee","WI","53212","USA",43.072062,-87.9103,1
"84","78","",68,NA,NA,NA,"Mikkeller Texas Ranger Barrel Aged (Vanilla- & Cocoa beans Edition)","Danish: En Porter brygget specielt til Texas p??: vand, malt (smoked, maris otter, cara-crystal, brown og chocolate), ristet byg, humle (zeus, saaz og centennial), g??r og chipotle chili. Lagret p?? brandyfade med kakaob??nner og vaniljeb??nner.
 
English: Mikkeller Texas Ranger barrel aged with vanilla- and cocoa beans.",6.6,198,NA,68,98,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"85","79","3,873",68,4,"29,365","16845","Craftsman Triple White Sage","",9,270,NA,60,97,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Craftsman Brewing Co.","Microbrewery","Pasadena","CA","91103","USA",34.166706,-118.159,1
"86","80","13,654",68,NA,NA,NA,"Unibroue La Resolution","This extra strong dark ale is a perfect balance between spicy, caramel and roasted malt flavours complemented by a nice roundness and persistent finish. La Resolution has a festive feel, perfect for the holidays, but it can easily be enjoyed all year long.",10,300,NA,215,97,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"87","81","2,852",68,4,"16,602","6493","Buffalo Bills Black Pumpkin Oatmeal Stout","A creamy oatmeal stout with rich layers of pumpkin, spice, and chocolate accents. Black Pumpkin Oatmeal Stout boasts a smooth roasted malt flavor, subtle sweetness, and the aroma of pumpkin cr??me brul??e, 7.9% ABV.",7.9,237,40,41,97,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Buffalo Bills Brewery","Microbrewery","Hayward","CA","94541","USA",37.674431,-122.08883,1
"88","82","3,524",68,4,"38,089","24636","Cigar City Cucumber Lager","",5,150,NA,16,97,99,3.91,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Cigar City Brewing","Microbrewery","Tampa","FL","33607","USA",27.963798,-82.49537,1
"89","94","7,626",68,6,"40,506","23808","Kuhnhenn All Hallows Ale","Made with Michigan pumpkins, brown sugar and a blend of spices.",6.5,195,NA,45,96,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Kuhnhenn Brewing","Brew Pub","Warren","MI","48092","USA",42.511293,-83.0597,1
"90","95","9,645",68,5,"15,132","13801","Odd Side Ales Sweet Potato Souffl?? Rye Whiskey Barrel Aged Ale","Rye ale with sweet potatoes, cinnamon, nutmeg, and lactose. Aged in rye whiskey barrels.",11,330,NA,15,96,99,3.85,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Odd Side Ales","Brew Pub/Brewery","Grand Haven","MI","49417","USA",43.04117,-86.19013,1
"91","83","12,231",68,3,"20,423","23514","Southern Tier Pumking","Pumking is an ode to P??ca, a creature of Celtic folklore, who is both feared and respected by those who believe in it. P??ca is said to waylay travelers throughout the night, tossing them on its back, and providing them the ride of their lives, from which they return forever changed. Brewed in the spirit of All Hallows Eve, a time of the year when spirits can make contact with the physical world and when magic is most potent. Pour Pumking into a goblet and allow it's alluring spirit to overflow. As spicy aromas present themselves, let it's deep copper color entrance you as your journey into this mystical brew has just begun. As the first drops touch your tongue a magical spell will bewitch your taste buds making it difficult to escape the Pumking. 
2007 - Brown Label 7.9% ABV w/text & logo on bottlecap  
2008 - Brown Label 9.0% ABV w/text & logo on bottlecap  
2009 - Orange Label 9.0% ABV  w/text & logo on bottlecap  
2010 - Orange Label 9.0% ABV  w/logo only on bottlecap  
2011 - Orange wood grain background label 8.6% ABV and Southern Tier logotype in two lines.  
2012 - Same as 2011 label 8.6% ABV, silver/black/white bottlecap. 
2013 - Same as 2012 label and bottle cap 8.6% ABV, date stamp in green text. 
2014 - New label design w/orange/white/green, 8.6% ABV",8.6,258,NA,1924,97,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Southern Tier Brewing Company (ABV)","Commercial Brewery","Lakewood","NY","14750","USA",42.098657,-79.32439,1
"92","84","4,698",68,3,NA,NA,"Elysian Dark O?? The Moon Pumpkin Stout","Brewed at the Elysian on Capitol Hill. a perennial favorite, brewed with Great Western pale, Crisp 77?? Crystal, Munich, Cara-Vienne, roasted, chocolate and Special B malts with roasted pumpkin seeds in the mash.  Pumpkin in the mash, kettle and fermenter. Bittered with Magnum and finished with Saaz and crushed cinnamon.  
Previously 6.5%.",7.6,228,NA,319,97,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Elysian Brewing (AB InBev)","Commercial Brewery",NA,NA,"","USA",NA,NA,1
"93","85","5,924",68,6,"3,521","5997","Griffin Claw Bourbon Imperial Pumpkin (BIP)","Our Bourbon Imperial Pumpkin (BIP) is our classic Screamin' Pumpkin Ale (brewed with cascade hops, allspice, ginger, nutmeg, cinnamon) but brewed stronger and aged in bourbon barrels for 6 months.  Results are a 9% ABV/15 IBU beer with rich oak-vanilla flavor with a oak barrel nose.  The blending with the spices, hops, and malt creates in our opinion the ultimate pumpkin beer.",9,270,NA,30,97,99,3.81,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Griffin Claw Brewing Company","Brew Pub","Birmingham","MI","48009","USA",42.544084,-83.21527,1
"94","86","13,622",68,5,"34,053","7379","Uinta Crooked Line Oak Jacked Imperial Pumpkin","Jacked is brewed with fresh pumpkin and fall spices and has been aging in Oak barrels for 6 months. The oak barrels add subtle nuances of toasted vanilla and bourbon notes. With an ABV of 10.31% (a play on the date of Halloween), Jacked is a big, unique pumpkin ale.",10.31,309,NA,322,97,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Uinta Brewing Company","Brew Pub/Brewery","Salt Lake City","UT","84104","USA",40.750628,-111.94077,1
"95","87","3,524",68,4,"38,089","24636","Cigar City Good Gourd Almighty - Bourbon Barrel","This high-gravity gob of gourd-y goodness incorporates pumpkin in the mashing process and then gets wicked with the spices including Ceylon Cinnamon, Jamaican allspice, Zanzibar cloves and nutmeg. Aged in Bourbon Barrels!",8.5,255,NA,31,96,99,3.8,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Cigar City Brewing","Microbrewery","Tampa","FL","33607","USA",27.963798,-82.49537,1
"96","88","",68,NA,NA,NA,"N??gne ?? / Jolly Pumpkin / Stone Special Holiday Ale","This is the second release of Special Holiday Ale, which was first brewed in San Diego in 2008. Each brew is following the same recipe, including Michigan chestnuts, white sage from southern California and Norwegian juniper berries, but differences in brewing and aging practices produce different beers. Cheers to being different! Sk??l!",8.5,255,NA,569,96,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"97","89","11,422",68,5,"17,705","8885","Saint Arnold Bishop??s Barrel #6","The base beer is Pumpkinator, our imperial pumpkin stout, which we aged in Appleton Estate 21-30 year rum barrels. 

Let this beer warm to at least 50??. Pours a dark brown black with a small tan head. Smells like a pumpkin pie that somebody snuck some rum into. Taste begins with sweet malt, chocolate and spices then comes a warming rum finish. Pumpkin creates a pleasant body to this beer which holds up to the onslaught of flavors. Oddly balanced with the hops creating a crisp finish leaving the mouth wanting more. As it warms, all of the flavors become rounder and fuller.

The warmer this beer gets the better it tastes. We recommend enjoying between 55??F and 65??F.",13,390,30,31,97,99,3.79,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Saint Arnold Brewing Company","Brew Pub/Brewery","Houston","TX","77020","USA",29.775927,-95.31836,1
