"","id","brewery_id","beer_style_id","brewery_type_id","post_code","loc_id","name","description","abv","calories","ibu","num_ratings","overall_rating","beer_style_rating","mean_rating","beer_style_name","beer_style_norm","brewery_name","brewery_type","city","state","zip_code","country","lat","long"
"61","81","2,852",68,4,"16,602","6493","Buffalo Bills Black Pumpkin Oatmeal Stout","A creamy oatmeal stout with rich layers of pumpkin, spice, and chocolate accents. Black Pumpkin Oatmeal Stout boasts a smooth roasted malt flavor, subtle sweetness, and the aroma of pumpkin cr??me brul??e, 7.9% ABV.",7.9,237,40,41,97,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Buffalo Bills Brewery","Microbrewery","Hayward","CA","94541","USA",37.674431,-122.08883
"62","82","3,524",68,4,"38,089","24636","Cigar City Cucumber Lager","",5,150,NA,16,97,99,3.91,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Cigar City Brewing","Microbrewery","Tampa","FL","33607","USA",27.963798,-82.49537
"63","94","7,626",68,6,"40,506","23808","Kuhnhenn All Hallows Ale","Made with Michigan pumpkins, brown sugar and a blend of spices.",6.5,195,NA,45,96,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Kuhnhenn Brewing","Brew Pub","Warren","MI","48092","USA",42.511293,-83.0597
"64","95","9,645",68,5,"15,132","13801","Odd Side Ales Sweet Potato Souffl?? Rye Whiskey Barrel Aged Ale","Rye ale with sweet potatoes, cinnamon, nutmeg, and lactose. Aged in rye whiskey barrels.",11,330,NA,15,96,99,3.85,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Odd Side Ales","Brew Pub/Brewery","Grand Haven","MI","49417","USA",43.04117,-86.19013
"65","165","8,447",42,4,"13,838","3494","Maine Beer King Titus","Our take on an American robust porter.  Dark, thick, chewy, chocolaty, and of course, generously hopped.

Vitals:
Color ?? Dark Chocolate
ABV ?? 7.5%
O.G. ?? 1.078
Malt ?? American 2-Row, Caramel 40L, Caramel 80L, Munich 10L, Chocolate, Roasted Wheat, Flaked Oats
Hops ?? Centennial, Columbus",7.5,225,NA,459,99,100,NA,"Porter","Porter","Maine Beer Company","Microbrewery","Freeport","ME","04032","USA",43.843778,-70.10172
"66","83","12,231",68,3,"20,423","23514","Southern Tier Pumking","Pumking is an ode to P??ca, a creature of Celtic folklore, who is both feared and respected by those who believe in it. P??ca is said to waylay travelers throughout the night, tossing them on its back, and providing them the ride of their lives, from which they return forever changed. Brewed in the spirit of All Hallows Eve, a time of the year when spirits can make contact with the physical world and when magic is most potent. Pour Pumking into a goblet and allow it's alluring spirit to overflow. As spicy aromas present themselves, let it's deep copper color entrance you as your journey into this mystical brew has just begun. As the first drops touch your tongue a magical spell will bewitch your taste buds making it difficult to escape the Pumking. 
2007 - Brown Label 7.9% ABV w/text & logo on bottlecap  
2008 - Brown Label 9.0% ABV w/text & logo on bottlecap  
2009 - Orange Label 9.0% ABV  w/text & logo on bottlecap  
2010 - Orange Label 9.0% ABV  w/logo only on bottlecap  
2011 - Orange wood grain background label 8.6% ABV and Southern Tier logotype in two lines.  
2012 - Same as 2011 label 8.6% ABV, silver/black/white bottlecap. 
2013 - Same as 2012 label and bottle cap 8.6% ABV, date stamp in green text. 
2014 - New label design w/orange/white/green, 8.6% ABV",8.6,258,NA,1924,97,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Southern Tier Brewing Company (ABV)","Commercial Brewery","Lakewood","NY","14750","USA",42.098657,-79.32439
"67","84","4,698",68,3,NA,"13678","Elysian Dark O?? The Moon Pumpkin Stout","Brewed at the Elysian on Capitol Hill. a perennial favorite, brewed with Great Western pale, Crisp 77?? Crystal, Munich, Cara-Vienne, roasted, chocolate and Special B malts with roasted pumpkin seeds in the mash.  Pumpkin in the mash, kettle and fermenter. Bittered with Magnum and finished with Saaz and crushed cinnamon.  
Previously 6.5%.",7.6,228,NA,319,97,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Elysian Brewing (AB InBev)","Commercial Brewery","Seattle","WA","","USA",47.716648,-122.30308
"68","85","5,924",68,6,"3,521","5997","Griffin Claw Bourbon Imperial Pumpkin (BIP)","Our Bourbon Imperial Pumpkin (BIP) is our classic Screamin' Pumpkin Ale (brewed with cascade hops, allspice, ginger, nutmeg, cinnamon) but brewed stronger and aged in bourbon barrels for 6 months.  Results are a 9% ABV/15 IBU beer with rich oak-vanilla flavor with a oak barrel nose.  The blending with the spices, hops, and malt creates in our opinion the ultimate pumpkin beer.",9,270,NA,30,97,99,3.81,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Griffin Claw Brewing Company","Brew Pub","Birmingham","MI","48009","USA",42.544084,-83.21527
"69","86","13,622",68,5,"34,053","7379","Uinta Crooked Line Oak Jacked Imperial Pumpkin","Jacked is brewed with fresh pumpkin and fall spices and has been aging in Oak barrels for 6 months. The oak barrels add subtle nuances of toasted vanilla and bourbon notes. With an ABV of 10.31% (a play on the date of Halloween), Jacked is a big, unique pumpkin ale.",10.31,309,NA,322,97,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Uinta Brewing Company","Brew Pub/Brewery","Salt Lake City","UT","84104","USA",40.750628,-111.94077
"70","87","3,524",68,4,"38,089","24636","Cigar City Good Gourd Almighty - Bourbon Barrel","This high-gravity gob of gourd-y goodness incorporates pumpkin in the mashing process and then gets wicked with the spices including Ceylon Cinnamon, Jamaican allspice, Zanzibar cloves and nutmeg. Aged in Bourbon Barrels!",8.5,255,NA,31,96,99,3.8,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Cigar City Brewing","Microbrewery","Tampa","FL","33607","USA",27.963798,-82.49537
"71","89","11,422",68,5,"17,705","8885","Saint Arnold Bishop??s Barrel #6","The base beer is Pumpkinator, our imperial pumpkin stout, which we aged in Appleton Estate 21-30 year rum barrels. 

Let this beer warm to at least 50??. Pours a dark brown black with a small tan head. Smells like a pumpkin pie that somebody snuck some rum into. Taste begins with sweet malt, chocolate and spices then comes a warming rum finish. Pumpkin creates a pleasant body to this beer which holds up to the onslaught of flavors. Oddly balanced with the hops creating a crisp finish leaving the mouth wanting more. As it warms, all of the flavors become rounder and fuller.

The warmer this beer gets the better it tastes. We recommend enjoying between 55??F and 65??F.",13,390,30,31,97,99,3.79,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Saint Arnold Brewing Company","Brew Pub/Brewery","Houston","TX","77020","USA",29.775927,-95.31836
"72","90","153",68,4,"42,198","28166","AleWerks Pumpkin Ale","Pumpkin Ale is pumpkin pie in a bottle. Skip the pie after dinner and just have a couple of these! An American Amber Ale flavored with all those fall spices we love!",7.3,219,NA,136,96,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","AleWerks Brewing Company","Microbrewery","Williamsburg","VA","23188","USA",37.322936,-76.75793
"73","91","397",68,4,"9,974","695","Armadillo Ale Works Brunch Money","Rise and shine, over-sleepers. Breakfast has come and gone and it's time to get your brunch on with this stout-inspired golden ale. This hearty brew, with sweet flavors of coffee, vanilla, and chocolate, will awaken your tastebuds and make your late start a great start.",10,300,70,30,96,99,3.78,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Armadillo Ale Works","Microbrewery","Denton","TX","76202","USA",33.225523,-97.108546
"74","92","7,193",68,4,"10,276","25362","Jolly Pumpkin La Parcela No. 1 Pumpkin Ale","Ok, so the joke was that Jolly Pumpkin doesn't brew a pumpkin beer. Well, now we do. Just this one. Packed with real pumpkins, hints of spice, and a gentle kiss of cocoa to liven the soul. An everyday easy way to fill your squashy quotient. Guess now folks will have to find something else to joke about...",5.9,177,NA,564,96,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Jolly Pumpkin Artisan Ales","Microbrewery","Dexter","MI","48130","USA",42.344837,-83.89907
"75","96","4,698",68,3,NA,"13678","Elysian The Great Pumpkin Imperial Pumpkin Ale","Brewed at our original Capitol Hill location in Seattle. silver medalist at the 2007 Great American Beer Festival in the Fruit and Vegetable category, the world's first Imperial pumpkin ale.  Brewed with pale, Munich, Cara-Hell, Cara-Vienne, Cara-Munich and Crisp 45?? L Crystal malts.  Roasted pumpkin seeds in the mash, and extra pumpkin added in the mash, kettle and fermenter.  Spiced with cinnamon, nutmeg, cloves and allspice. Formerly at 9.5%.",8.1,243,NA,281,96,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Elysian Brewing (AB InBev)","Commercial Brewery","Seattle","WA","","USA",47.432251,-121.803388
"76","97","3,223",68,4,"896","12037","Central Waters Headless Heron","Generously spiced with nutmeg, cinnamon, ginger and cloves, this barrel-aged pumpkin spice ale overflows with dark fruit, dried fruit, and hints of bourbon. Perfect for settling in to watch a few leaves fall to the ground.",8.5,255,NA,72,95,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Central Waters Brewing Co.","Microbrewery","Amherst","WI","54406","USA",44.421111,-89.30618
"77","100","11,428",68,5,"33,720","4037","Schlafly Pumpkin Ale","A full-bodied, deep reddish amber beer made with pumpkin and butternut squash and spiced with nutmeg, clove and cinnamon. Celebrate the bounty of harvest with this rich, malty ale and invoke the season of plenty.",8,240,16,525,95,99,NA,"Spice/Herb/Vegetable","Other (Cider, Mead, etc.)","Saint Louis Brewery","Brew Pub/Brewery","Saint Louis","MO","63103","USA",38.631451,-90.21415
"78","2,968","5,890",89,4,"34,951","21129","Greenbush PHD","",8.4,252,NA,15,48,98,3.23,"Malt Liquor","Other (Cider, Mead, etc.)","Greenbush Brewing Company","Microbrewery","Sawyer","MI","49125","USA",41.890521,-86.59362
"79","113","4,609",40,7,"26,951","17524","Eden Cellar Series #2: The Falstaff","An early Eden ice cider aged for 7 years in one used French oak barrel.  Sweet, gently oxidized, it has beautifully integrated acidity (think Oloroso or fine Madeira)/  We bottled this last month after our distributors begged us to do it, and we served it at a dinner in NYC last month with various luminaries to great acclaim.  Only 600 bottles. Limit 2 per person, we're including one in this shipment.",10,300,NA,18,100,94,4.23,"Ice Cider/Ice Perry","Other (Cider, Mead, etc.)","Eden Ice Cider Company","Cidery","Newport","VT","05855","USA",44.936237,-72.19921
"80","116","4,609",40,7,"26,951","17524","Eden Northern Spy","This single-varietal ice cider is being aged in a French oak barrel, imparting structure and delicate spice. Northern Spy is an antique variety of apple that was one of the three most popular in America at the end of the 19th century. It has a sweetly tart flavor that is superbly enhanced by the oak.

Brix after concentration:  35
Alcohol by volume: 10%
Residual sugar: 15%
Titratable acidity: 1.2%",10,300,NA,61,99,93,NA,"Ice Cider/Ice Perry","Other (Cider, Mead, etc.)","Eden Ice Cider Company","Cidery","Newport","VT","05855","USA",44.936237,-72.19921
"81","117","4,609",40,7,"26,951","17524","Eden Heirloom Blend Ice Cider","This is our flagship product, now in its fifth vintage.  We've changed the name from 'Calville' to Heirloom to reflect more clearly the heritage and complexity of the the blend.  In addition to MacIntosh and Empire, Russets provide full-bodied sweetness, Calville Blanc and Esopus Spitzenburg provide acidity and citrus notes for balance, and Ashmead's Kernel provides natural tannins for structure. Serve it with artisanal cheeses, game or dessert.",10,300,NA,85,99,92,NA,"Ice Cider/Ice Perry","Other (Cider, Mead, etc.)","Eden Ice Cider Company","Cidery","Newport","VT","05855","USA",44.936237,-72.19921
"82","123","4,609",40,7,"26,951","17524","Windfall Orchard Ice Cider","This smooth, rich ice cider is made 100% from apples grown by Brad Koehler of Windfall Orchard in Cornwall, Vermont. Brad grows over 80 heirloom varieties of apples on his small, 3-acre farm, and more than 30 of them find their way into this amazing ice cider. It tastes of fresh apple, pear and peach, and is full-bodied and well balanced . Perfect for serving with desserts and cheeses all year round.  Only 100 cases made.  

Brix after concentration:  34  
Alcohol by volume: 9%  
Residual sugar: 15%  
Titratable acidity: 1.3%",9,270,NA,25,99,88,4.05,"Ice Cider/Ice Perry","Other (Cider, Mead, etc.)","Eden Ice Cider Company","Cidery","Newport","VT","05855","USA",44.936237,-72.19921
"83","133","4,609",40,7,"26,951","17524","Eden Honeycrisp","",10,300,NA,34,99,80,3.96,"Ice Cider/Ice Perry","Other (Cider, Mead, etc.)","Eden Ice Cider Company","Cidery","Newport","VT","05855","USA",44.936237,-72.19921
"84","139","4,609",40,7,"26,951","17524","Eden Heirloom Blend (Apple Brandy Barrels 2013)","",10,300,NA,16,99,75,4.05,"Ice Cider/Ice Perry","Other (Cider, Mead, etc.)","Eden Ice Cider Company","Cidery","Newport","VT","05855","USA",44.936237,-72.19921
"85","151","6,469",42,4,"15,509","16829","Hill Farmstead Everett","Everett (1908-1939) was our grandfather's brother; Hill Farmstead Brewery rests upon the land that was once home to him and his 13 siblings.  In his honor, this Porter is crafted from American malted barley, English and German roasted malts, American hops, our ale yeast, and water from our well.  It is unfiltered and naturally carbonated.  Decadent in its depth, with a complex backbone of chocolate, coffee, and malty sweetness, this is the ale that I dream to have shared with Everett.

7.5% ALC/VOL
21?? P
Ingredients: Pale, Caramel, and Chocolate Malt, Roasted Barley, Columbus hops; Ale Yeast, and our Well Water.",7.2,216,NA,520,100,100,NA,"Porter","Porter","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"86","152","5,426",42,5,"13,345","27821","Funky Buddha Maple Bacon Coffee Porter","Coffee Porter. Evoking a complete diner-style breakfast in a glass, Maple Bacon Coffee Porter is a complex beer with a multitude of flavors at play. It pours an opaque ebony brew with a frothy tan head. Aromas of sticky maple syrup, coffee, and cream creep forth from the glass. The mouth feel is luxuriously creamy, with layers of sweet malt, toffee, and roast giving way to waves of smoke, coffee, and salted chocolate. It finishes sticky, rich, and sweet, with the flavor of maple syrup lingering pleasantly on the tongue.",6.4,192,35,352,100,100,NA,"Porter","Porter","Funky Buddha Brewery","Brew Pub/Brewery","Fort Lauderdale","FL","33334","USA",26.182161,-80.13341
"87","153","5,426",42,5,"13,345","27821","Funky Buddha Last Snow Porter","Last Snow is a version of our porter that is near and dear to our hearts. With flavors of coconut, coffee, and white chocolate, Last Snow tastes like liquid indulgency in a glass. Chocolate covered coconut never tasted so good!",6.4,192,35,322,100,100,NA,"Porter","Porter","Funky Buddha Brewery","Brew Pub/Brewery","Fort Lauderdale","FL","33334","USA",26.182161,-80.13341
"88","154","5,239",42,4,"15,169","13540","Founders Porter","Pours silky black with a creamy tan head. The nose is sweet with strong chocolate and caramel malt presence. No absence of hops gives Founders' robust porter the full flavor you deserve and expect. Cozy like velvet. It's a lover, not a fighter.",6.5,195,45,2167,100,100,NA,"Porter","Porter","Founders Brewing Company","Microbrewery","Grand Rapids","MI","49503","USA",42.964176,-85.65885
"89","155","11,512",42,4,"5,825","13512","Sante Adairius Vanilla Joe","Belgian-style porter with Verve Coffee and vanilla beans.",6.8,204,NA,29,99,100,4.08,"Porter","Porter","Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","USA",36.9761,-121.95316
