,_has_fetched,city,country,name,postal_code,state,street,telephone,type,url,web
139,True,Oakland,USA,Ale Industries,95601,California,3096 East 10th St.,(925) 470-5280,Microbrewery,/brewers/ale-industries/10397/,https://www.facebook.com/pages/Ale-Industries/86191682727
140,True,Bonn,Germany,Ale Mania (Fritz Ale),,North Rhine-Westphalia,,,Client Brewer,/brewers/ale-mania-fritz-ale/12860/,http://www.ale-mania.de
141,True,Erding,Germany,Ale Project Erding,85435,Bavaria,Beetohovenstr. 24,(176) 48647733,Client Brewer,/brewers/ale-project-erding/16141/,http://www.ale-project.com
142,True,Cedar Crest,USA,Ale Republic,87008,New Mexico,28 Arroyo Seco,(505) 2812828,Brew Pub,/brewers/ale-republic/30720/,https://www.facebook.com/alerepublic/
143,True,Chicago,USA,Ale Syndicate Brewers,60647,Illinois,2601 W. Diversey Ave.,(773) 340-2337,Microbrewery,/brewers/ale-syndicate-brewers/16219/,https://www.facebook.com/AleSyndicate
144,True,Nuneaton,England,AleCraft,AL1 1PQ,Warwickshire,"17 Springhill,",07939 634677,Client Brewer,/brewers/alecraft/17201/,http://alecraftmanagement.co.uk/
145,True,Worthing,England,Alehouse & Kitchen Brewery,BN11 1NU,West Sussex,"10 High Street,",1903 233895,Brew Pub,/brewers/alehouse-and-kitchen-brewery/26269/,https://www.facebook.com/Alehouse-and-Kitchen-833323550059467/
146,True,Chicago,USA,Aleman Brewing,,Illinois,,(812) 340-4198,Client Brewer,/brewers/aleman-brewing/18193/,https://www.facebook.com/pages/Aleman-Brewing/264505396906121
147,True,Aldham,England,Alepine,CO6 3RR,Essex,"The Old Rectrory, Rectory Road,",,Commercial Brewery,/brewers/alepine/26134/,http://alepine.co.uk
148,True,Maidstone,England,Ales of Kent,ME14 3EL,Kent,"Boxley Grange Farm, Lidsing Road, Boxley",(1833) 627302,Microbrewery,/brewers/ales-of-kent/159/,http://www.quaffale.co.uk/php/brewery/113
149,True,Isles of Scilly,England,Ales of Scilly,TR21 0JY,Cornwall,"Porth Mellon, St Marys",01720 422419,Microbrewery,/brewers/ales-of-scilly/3925/,http://www.alesofscilly.co.uk
150,True,Winchester,USA,Alesatian Brewing Company,22601,Virginia,23 North Loudoun,(540) 6672743,Brew Pub/Brewery,/brewers/alesatian/28169/,https://www.facebook.com/AlesatianBrewing
151,True,San Diego,USA,AleSmith Brewing Company,92126,California,9990 AleSmith Ct,(858) 549-9888,Microbrewery,/brewers/alesmith/432/,https://www.facebook.com/AleSmithBrewing
152,True,Eugene,USA,Alesong Brewing & Blending,97402,Oregon,PO Box 23303,(541) 972-3303,Microbrewery,/brewers/alesong-brewing-and-blending/27576/,https://www.facebook.com/alesongbrewing
153,True,Williamsburg,USA,AleWerks Brewing Company,23188,Virginia,189-B Ewell Rd,(757) 220-3670,Microbrewery,/brewers/alewerks/7755/,https://www.facebook.com/AleWerks
154,True,Harleston,England,Alewife,IP20 9NNFounded 2001Closed 2004,Norfolk,"The Street, Starston",(1379) 855267,Microbrewery,/brewers/alewife/4270/,http://www.quaffale.co.uk/php/brewery/115
155,True,Rugby,England,Alexandra Arms,CV21 2SL,Warwickshire,"Alexandra Arms, 72-73 James Street",01788 578660,Brew Pub,/brewers/alexandra-arms/8575/,http://www.alexandraarms.co.uk
156,True,Riddlesworth,England,Aleyard Brewery,IP22 2TD,Norfolk,"Unit 1B, Home Farm, Thetford Road",(1953) 681005,Microbrewery,/brewers/aleyard-brewery/24810/,http://aleyardbrewery.co.uk
157,True,Johannesberg,Germany,Alfred Eisert Weinkellerei,63867,Bavaria,Sonnenbergstr. 7,06029 1455,Meadery,/brewers/alfred-eisert-weinkellerei/12029/,http://www.firmenwissen.de/az/firmeneintrag/63867/8010009142/ALFRED_EISERT_WEINKELLEREI_GMBH.html
158,True,Winchester,England,Alfreds,SO23 0LD,Hampshire,"Unit 5, Scylla Business Park, Winnall Valley Road",01962 859999,Microbrewery,/brewers/alfreds/14524/,http://www.alfredsbrewery.co.uk
159,True,Greenland,USA,Algomah Acres Honey House Meadery,49929,Michigan,611 Plank Road,(906) 883-3894,Meadery,/brewers/algomah-acres-honey-house-meadery/16592/,https://www.facebook.com/pages/Algomah-Acres-Honey-House-Meadery/124502994321555
160,True,Incline Village,USA,Alibi Ale Works,89451,Nevada,204 E. Enterprise St,(775) 298-7001,Brew Pub/Brewery,/brewers/alibi-ale-works/21714/,https://www.facebook.com/AlibiAleWorks
161,True,Albuquerque,USA,Alien Brew Pub,87110,New Mexico,6601 Uptown Blvd,(505)  884-1116,Brew Pub,/brewers/alien-brew-pub/26429/,https://www.facebook.com/abqbrewpub
162,True,Alytus,Lithuania,Alita,LT-62200,,"Mikininkų g. 17,",,Cidery,/brewers/alita/9234/,http://www.alita.lt/lt/
163,True,Waverly,USA,All American Grill & Brewhouse,55390,Minnesota,101 Summerfield Drive,,Brew Pub,/brewers/all-american-brewhouse/9418/,http://www.grillandbrew.com
164,True,Salle,England,All Day Brewing Company,NR10 4SB,Norfolk,"Salle Brewery, Salle Moor Farm, Wood Dalling Road",01603 951173,Microbrewery,/brewers/all-day/23137/,https://www.facebook.com/alldaybrewing1
165,True,York,England,All Hallows,YO43 3JA,East Yorkshire,"Goodmanham Arms, Goodmanham",01430 873849,Brew Pub,/brewers/all-hallows/15452/,http://www.goodmanhamarms.co.uk/
166,True,Oshawa,Canada,All Or Nothing Brewhouse,L1J 8H6,Ontario,1100 Skae Drive (Unit 2),(416) 238-6760,Microbrewery,/brewers/all-or-nothing-brewhouse/20007/,https://www.twitter.com/AllorNothingBH
167,True,Chicago,USA,All Rise Brewing Company,60607,Illinois,235 N. Ashland Ave.,(312) 226-6300,Microbrewery,/brewers/all-rise/19924/,https://www.facebook.com/allrisebrewing
168,True,Redruth,England,All Saints (Cornwall),TR15 1SS,Cornwall,"Unit 10B, Cardrew Industrial Estate",07831 388829,Client Brewer,/brewers/all-saints-cornwall/12102/,http://www.quaffale.org.uk/php/brewery/1958
169,True,Greensburg,USA,All Saints Brewing Company,15601,Pennsylvania,1602 Route 119,(724) 289-1202,Microbrewery,/brewers/all-saints/13430/,https://www.facebook.com/allsaintsbrewing
170,True,"Coventry, Earlsdon",England,All Seeing Eye Brew Co.,CV5 6HL,West Midlands,Kirby Road,,Commercial Brewery,/brewers/all-seeing-eye-brew-co/22445/,https://www.facebook.com/pages/All-Seeing-Eye-Brew-Co/1556084187974847
171,True,Concord,Canada,All Stars Bakery,L4K 3C2,Ontario,"220 Viceroy Road, Unit 6",(416) 417-8553,Commercial Brewery,/brewers/all-stars-bakery/26650/,http://allstarsbakery.com/
172,True,Aquileia (UD),Italy,Alla Ghiacciaia,33051,,"via Beligna, 104",0432/507312,Brew Pub,/brewers/alla-ghiacciaia/7925/,http://www.mondobirra.org/micro.htm
173,True,Portland,USA,Allagash Brewing Company,04103,Maine,50 Industrial Way,(800) 330-5385,Microbrewery,/brewers/allagash/525/,https://www.facebook.com/pages/Allagash-Brewing-Company/111357972232101
174,True,Guignies Brunehaut,Belgium,Allard et Groetembril,7620,,30 Rue De La Brasserie,,Commercial Brewery,/brewers/allard-et-groetembril/6781/,http://christian.seon.free.fr/Commentaire_biere/guignies_brunehault.htm
175,True,Pittsburgh,USA,Allegheny City Brewing,15212,Pennsylvania,407 Foreland Street,(412) 904-3732,Microbrewery,/brewers/allegheny-city-brewing/28937/,https://www.facebook.com/Allegheny-City-Brewing-1524325011166863/
176,True,Berkeley,England,Allen Cider,GL13 9HH,Gloucestershire,"Slimbridge Lane, Halmore",,Cidery,/brewers/allen-cider/11317/,http://www.somersetmade.co.uk/oldscrump/ciderfarms/allens.php
177,True,Hexham,England,Allendale,NE47 9EQ,Northumberland,"Allen Mill, Allendale",01434 618686,Microbrewery,/brewers/allendale/6789/,https://www.facebook.com/allendale.brewery
178,True,Hamburg,Germany,Alles Elbe,20359,Hamburg,Hein-Hoyer-Strasse 63,(40) 28474009,Brew Pub,/brewers/alles-elbe/27739/,https://www.facebook.com/AllesElbe/
179,True,Edmonton,Canada,Alley Kat Brewing Company,T6E OC7,Alberta,9929-60 Avenue,(780) 436-8922,Microbrewery,/brewers/alley-kat/709/,https://www.facebook.com/pages/Alley-Kat-Brewing-Co/113210102040461
180,True,Wigan,England,AllGates,WN1 1JU,Lancashire,"All Gates, Old Brewery, Brewery Yard",01942 234976,Microbrewery,/brewers/allgates/8010/,https://www.facebook.com/group.php?gid=86067156781
181,True,Kempten,Germany,Allgäuer Brauhaus (Oetker Group),87435,Bavaria,Beethovenstrasse 7,(831) 20500,Commercial Brewery,/brewers/allgauer-brauhaus-oetker-group/1145/,http://www.allgaeuer-brauhaus.de/
182,True,Knoxville,USA,Alliance Brewing Company,37920,Tennessee,1130 Sevier Ave,,Microbrewery,/brewers/alliance/24940/,https://www.facebook.com/AllianceBrewingCo
183,True,Gainesville,USA,Alligator Brewing Company (aka: Tall Paul Brew House),32601,Florida,10 SE 2nd Ave.,(352) 505-0990,Brew Pub,/brewers/alligator-aka-tall-paul-brew-house/12582/,https://www.facebook.com/pages/Alligator-Brewing-Co/360641719554
184,True,Coon Rapids,USA,Alloy Brewing Company,55433,Minnesota,2700 Coon Rapids Blvd,,Microbrewery,/brewers/alloy/31733/,https://www.facebook.com/AlloyBrewingCompany
185,True,Lexington,USA,Alltech Lexington Brewing And Distilling,40508,Kentucky,401 Cross Street,(859) 225-8095,Microbrewery,/brewers/alltech-lexington-brewing-and-distilling/1212/,https://www.facebook.com/KentuckyAle
186,True,Ames,USA,Alluvial Brewing Company,50014,Iowa,3715 West 190th Street,(515) 337-1182,Microbrewery,/brewers/alluvial/23826/,https://www.facebook.com/alluvialbrewing
187,True,Alma,USA,Alma Brewing Company,48801,Michigan,208 E Superior Street,(989) 462-0208,Brew Pub/Brewery,/brewers/alma/25724/,https://www.facebook.com/almabrewing
188,True,San Francisco,USA,Almanac Beer Company,94107,California,"2339 3rd Street, Suite 20",(415) 992-3438,Client Brewer,/brewers/almanac-beer-company/13058/,https://www.facebook.com/almanacbeer
189,True,Flushing,USA,Almar Orchards,48433,Michigan,1431 Duffield Rd,(810) 659-6568,Cidery,/brewers/almar-orchards/4138/,https://www.facebook.com/pages/Almar-Orchards/145428512143967
190,True,Newcastle upon Tyne,England,Almasty Brewing Co.,NE27 0NB,Tyne & Wear,"Unit 11 Algernon industrial Est, New York Rd., Shiremoor",,Microbrewery,/brewers/almasty/20578/,https://www.facebook.com/AlmastyBrewCo
191,True,Alnwick,England,Alnwick,NE66 1PP,Northumberland,16 Bondgate Without,07976 327782,Client Brewer,/brewers/alnwick/18901/,http://www.alnwickbrewery.com
192,True,Honolulu,USA,Aloha Beer Company (formerly: Big Aloha Brewery),96817,Hawaii,580 N. Nimitz Highway,(808) 545-7979,Brew Pub,/brewers/aloha-beer-company-formerly-big-aloha-brewery/3372/,https://www.facebook.com/AlohaBeerCo/
193,True,Covina,USA,Alosta Brewing Co.,91722,California,692 Arrow Grand Circle,(626) 470-7897,Microbrewery,/brewers/alosta/17784/,https://www.facebook.com/AlostaBrewingCo
194,True,Port Townsend,USA,Alpenfire Cider,98368,Washington,220 Pocket Lane,(360) 379-8915,Cidery,/brewers/alpenfire-cider/11249/,https://www.facebook.com/pages/Alpenfire-Cider/126530330750964
195,True,Lafayette,USA,Alpenglow Beer Company,94549,California,,,Client Brewer,/brewers/alpenglow-beer-company/27271/,https://www.facebook.com/buckwildbeer
196,True,Belmont,USA,Alpha Acid Brewing Company,94002,California,121 Industrial Rd Ste 12,(650) 594-2337,Microbrewery,/brewers/alpha-acid/21468/,https://www.facebook.com/pages/Alpha-Acid-Brewing-Company/296933900455230
197,True,St Louis,USA,Alpha Brewing Company,63101,Missouri,1409 Washington Ave Rear,(314) 621-2337,Microbrewery,/brewers/alpha/16281/,https://www.facebook.com/pages/Alpha-Brewing-Co/299694693433793
198,True,Top Secret Location,England,Alpha State,,Kent,Private Address,,Microbrewery,/brewers/alpha-state/16412/,https://www.facebook.com/alphastatebeer
199,True,Whitechapel,England,Alpha-Beta Brewery,EC2M 4YP,Greater London,"Pitt Cue, 1 The Avenue, Devonshire Square",,Brew Pub/Brewery,/brewers/alpha-beta-brewery/26765/,https://www.facebook.com/alphabetabrewery
200,True,Manchester,England,Alphabet Brewing Co.,M12 6JL,Greater Manchester,99 North Western Street,,Microbrewery,/brewers/alphabet/21914/,https://www.facebook.com/Alphabet-Brewing-Company/371101406395211
201,True,East Village,USA,Alphabet City Brewing Company,10009,New York,7th Street and Avenue A,(646) 331 4183,Client Brewer,/brewers/alphabet-city/14401/,https://www.facebook.com/pages/Alphabet-City-Brewing-Co-ACBC/287859064575924
202,True,Alpine,USA,Alpine Beer Company (CA),91901,California,2363 Alpine Blvd,(619) 445-2337,Microbrewery,/brewers/alpine-beer-company-ca/2776/,https://www.facebook.com/alpinebeercompany
203,True,Oroville,USA,Alpine Brewing Company (WA),98844,Washington,821 Fourteenth Street,(509) 476-9662,Microbrewery,/brewers/alpine-wa/2902/,https://www.facebook.com/pages/ALPINE-BREWING-COMPANY/58635402333
204,True,Denver,USA,Alpine Dog Brewery,80218,Colorado,1505 Ogden St,(720) 214-5170,Microbrewery,/brewers/alpine-dog-brewery/21444/,https://www.facebook.com/alpinedogbrewery
205,True,Torrance,USA,Alpine Village Hofbrau,90502,California,833 W. Torrance Blvd.,(310) 327-4384,Brew Pub,/brewers/alpine-village-hofbrau/1902/,https://www.facebook.com/thealpinevillage
206,True,Alpirsbach,Germany,Alpirsbacher Klosterbräu,72275,Baden-Württemberg,Marktplatz 1,(7444) 67-0,Commercial Brewery,/brewers/alpirsbacher-klosterbrau/1696/,http://www.alpirsbacher.de/
207,True,Madison,USA,Alt Brew,53704,Wisconsin,1808 Wright Street,(608) 352-3373,Microbrewery,/brewers/alt-brew/19602/,https://www.facebook.com/altbrew
208,True,Portsmouth,USA,Alt Platz Brewing Company,23704,Virginia,615 High St,,Brew Pub,/brewers/alt-platz/7812/,http://www.altplatzbrewing.com/
209,True,Oberursel,Germany,Alt-Oberurseler Brauhaus,61440,Hesse,Ackergasse 13,(6171) 54370,Brew Pub/Brewery,/brewers/alt-oberurseler-brauhaus/6842/,https://www.facebook.com/pages/Alt-Oberurseler-Brauhaus/136494236413107
210,True,Livermore,USA,Altamont Beer Works,94550,California,2402 Research Dr,(925) 443-2337,Microbrewery,/brewers/altamont-beer-works/14781/,https://www.facebook.com/pages/Altamont-Beer-Works/310137182336613
211,True,Asheville,USA,Altamont Brewing Company,28806,North Carolina,1042 Haywood Road,(828) 575-2400,Brew Pub/Brewery,/brewers/altamont/16026/,https://www.facebook.com/pages/The-Altamont-Brewing-Company/175609402477826
212,True,Altenau,Germany,Altenauer Brauerei Kolberg,38707,Lower Saxony,Breite Straße 29,0532217,Commercial Brewery,/brewers/altenauer-brauerei-kolberg/4963/,http://altenauer-brauerei.de/
213,True,Altenburg,Germany,Altenburger Brauerei (Leikeim),04600,Thuringia,Brauereistraße 20,(3447) 31290,Commercial Brewery,/brewers/altenburger-brauerei-leikeim/1980/,http://www.brauerei-altenburg.de/
214,True,Rüthen-Altenrüthen,Germany,Altenrüthener Hausbrauerei,59602,North Rhine-Westphalia,Altenrüthener Straße 7,(2952) 3371,Brew Pub/Brewery,/brewers/altenruthener-hausbrauerei/6734/,http://www.altenruethenerhausbrauerei.de
215,True,Frechen,Germany,Alter Bahnhof Frechen,50226,North Rhine-Westphalia,Kölner Str. 39,02234/951718,Brew Pub,/brewers/alter-bahnhof-frechen/14082/,http://www.gleisbrauer.de
216,True,Downers Grove,USA,Alter Brewing Company,60515,Illinois,2300 Wisconsin Ave  # 213,(630) 541-9558,Brew Pub/Brewery,/brewers/alter/25472/,https://www.facebook.com/Alter-Brewing-Company-788285347877043/
217,True,Portland,USA,Alter Ego Cider,,Oregon,,(503) 757-5881,Cidery,/brewers/alter-ego-cider/28997/,https://www.facebook.com/AlterEgoCider
218,True,Berlin,Germany,Alter Fritz,13507,Berlin,Karolinenstrasse 12,(30) 433 5010,Brew Pub,/brewers/alter-fritz/6787/,http://www.restaurant-alter-fritz.de/brauerei.htm
219,True,Bern,Switzerland,Altes Tramdepot,,,Grosser Muristalden 6,41 31 368 14 15,Brew Pub,/brewers/altes-tramdepot/1203/,http://www.altestramdepot.ch/
220,True,Laramie,USA,Altitude Chophouse and  Brewery,82070-3650,Wyoming,302 S 2nd St,(307) 721-4031,Brew Pub,/brewers/altitude-chophouse-and-brewery/3569/,https://www.facebook.com/altitudechophouse
221,True,Altötting,Germany,Altöttinger Hell-Bräu,84503,Bavaria,Herrenmühlstrasse 15,(8671) 98150,Commercial Brewery,/brewers/altottinger-hell-brau/2673/,http://www.altoettinger-hellbraeu.de
222,True,Sturbridge,USA,Altruist Brewing Company,,Massachusetts,559 Main Street Unit 105,,Microbrewery,/brewers/altruist/31142/,https://www.facebook.com/altruistbrewingco/
223,True,Fredericksburg,USA,Altstadt Brewery,78624,Texas,6120 US Hwy 290 East,(830) 304-2337,Microbrewery,/brewers/altstadt-brewery/31245/,https://www.facebook.com/altstadtbrewery/
224,True,Jever,Germany,Altstadtbrauerei Marienbräu,26441,Lower Saxony,Apothekerstraße 1,(49) 04461-74499-0,Brew Pub/Brewery,/brewers/altstadtbrauerei-marienbrau/11832/,http://www.marienbraeu.com/Willkommen
225,True,Schwerin,Germany,Altstadtbrauhaus Zum Stadtkrug,19053,Mecklenburg-Vorpommern,Wismarsche Straße 126,(385) 5936693,Client Brewer,/brewers/altstadtbrauhaus-zum-stadtkrug/6069/,http://www.altstadtbrauhaus.de/
226,True,Chicago,USA,Alulu Brew,60608,Illinois,2011 South Laflin Street,,Brew Pub,/brewers/alulu-brew/30803/,https://www.facebook.com/AluluBrew
227,True,Monterey,USA,Alvarado Street Brewery,93940,California,426 Alvarado St,(831) 655-2337,Brew Pub/Brewery,/brewers/alvarado-street-brewery/19601/,https://www.facebook.com/alvaradostreetbrewery
228,True,Baden-Baden,Germany,Amadeus Hausbräu,76530,Baden-Württemberg,Sophienstrasse 12,(49) 07221 - 290 336,Client Brewer,/brewers/amadeus-hausbrau/11880/,http://www.amadeus-baden-baden.de/index.html
229,True,Plymouth,USA,Amador Brewing Company,95669,California,9659 Main Street,(209) 507-1900,Brew Pub/Brewery,/brewers/amador/23189/,https://www.facebook.com/amadorbrewingcompany
230,True,Niwot,USA,Amalgam Brewing,80544,Colorado,101 2nd Avenue,,Microbrewery,/brewers/amalgam-brewing/27376/,https://www.facebook.com/Amalgam-Brewing-880948411989504/
231,True,St. Louis,USA,Amalgamated Brewing Company / The Stable Brew House,63118,Missouri,1921 Cherokee Street,(314) 771-8500,Brew Pub,/brewers/amalgamated--the-stable-brew-house/10519/,https://www.facebook.com/amalgamatedbrew
232,True,Sandgate,England,Amazing Brewery Co.,CT20 3AH,Kent,"Ship Inn, 65 Sandgate High Street",(130) 3248525,Brew Pub,/brewers/amazing-brewery-co/27606/,https://www.facebook.com/The-Ship-Inn-Sandgate-114167225351158/
233,True,Laval,Canada,AMB - Maître Brasseur,H7P 6E4,Quebec,4528 Louis-B. Mayer,(450) 688-8281,Microbrewery,/brewers/amb--maitre-brasseur/7693/,http://
234,True,Hillsboro,USA,Ambacht Brewing,97124,Oregon,1060 NE 25th Ave Suite B,(503) 828-1400,Microbrewery,/brewers/ambacht-brewing/11410/,https://www.facebook.com/AmbachtAle
235,True,Windsor,Canada,Ambassador Brewing Company,N8Y 4W4,Ontario,4045 Seminole Street,,Microbrewery,/brewers/ambassador/2775/,http://beerme.com/brewery.php?6018
236,True,Ripley,England,Amber Ales,DE5 3SW,Derbyshire,"Asher Lane Business Park, Asher Lane,",01773 512864,Microbrewery,/brewers/amber-ales/8011/,https://www.facebook.com/amberales
237,True,Markham,Canada,Amber Brewery,L3R 5M1,Ontario,130 Riviere Drive Unit 3,(905) 305-8383,Microbrewery,/brewers/amber-brewery/9412/,http://amberbrewery.com/
238,True,Warsaw,USA,Amber Lantern Brewing,14569,New York,44 N Main Street,(585) 786-3559,Brew Pub,/brewers/amber-lantern-brewing/25874/,https://www.facebook.com/amber.lantern
239,True,Edmonton,Canada,Ambers Brewing Company,T6E 1N9,Alberta,9926-78 Avenue,(780) 6282305,Microbrewery,/brewers/ambers/9196/,https://www.facebook.com/pages/Ambers-Brewing/6778026551
240,True,,Venezuela,AmBev Venezuela,,,,,Commercial Brewery,/brewers/ambev-venezuela/8674/,http://www.brahma.com.ve
241,True,Inkberrow,England,Ambridge,WR7 4HT,Worcestershire,"2A Priory Piece, Priory Farm Lane,",01386 792233,Microbrewery,/brewers/ambridge/20934/,https://www.facebook.com/ambridge.brewery
242,True,University Place,USA,Ambrosia Meadery,98467,Washington,4921 85th Avenue W,(206) 851-6363,Meadery,/brewers/ambrosia-meadery/3739/,http://www.ambrosiamead.com/
243,True,Milano,Italy,Ambrosiano,20158,,"Via Camillo Ugoni, 18",02/87380668,Brew Pub,/brewers/ambrosiano/8810/,http://www.fermentoaep.com
244,True,Fernandina Beach,USA,Amelia Tavern,32034,Florida,318 Center Street,(904) 3106088,Microbrewery,/brewers/amelia-tavern/27565/,http://ameliatavernbrewery.com
