,id,brewery_id,beer_style_id,brewery_type_id,post_code,loc_id,name,description,abv,calories,ibu,num_ratings,overall_rating,beer_style_rating,mean_rating,beer_style_name,beer_style_norm,brewery_name,brewery_type,city,state,zip_code,country,lat,long,style_score,review_sim,style_sim,weighted_rating,final_score
1748,3995,"3,594",81,1,"18,424",6025,Clown Shoes Hoppy Feet 1.5 Double Black IPA,"This is a BIG beer. We basically took the Hoppy Feet recipe and multiplied everything by 1.5. This created a wonderfully unique beer that has a deeper malt balance, bolder hop profile, and an extremely fresh aroma. When comparing to regular Hoppy Feet you will notice much sweeter malt notes mixed in with a more pronounced chocolate and dark fruit flavor. The malt flavors are balanced off with strong pine and citrus notes from the addition of A LOT of hops. This beer was actually dry-hopped not once but TWICE with each of the hop varieties (Columbus, Cascade, and Amarillo).",10.0,300.0,84.1875,375,99,99,,Black IPA,IPA,Clown Shoes Beer,Client Brewer,Ipswich,MA,1938.0,USA,42.682965,-70.84007,6,0.0,31.4628229771,19.8059014857,51.2687244629
148,291,"6,469",30,4,"15,509",16829,Hill Farmstead Abner,"Abner: Imperial IPA brewed with a plethora of hops. Abner (1867-1953) is our great grandfather; Hill Farmstead Brewery rests upon the land that was once home to him and his fourteen children.?? In his honor, this Double IPA is dutifully crafted from American malted barley, a plethora of American hops, our ale yeast and water from Abner's well.?? It is unfiltered, naturally carbonated, and double dry hopped.?? Aromatic and flowery, bursting with notes of citrus and pine, this is the ale that I dream to have shared with Abner.",8.0,240.0,84.1875,390,100,100,,Imperial IPA,IPA,Hill Farmstead Brewery,Microbrewery,Greensboro Bend,VT,5842.0,USA,44.574196,-72.24333,6,0.0,31.3562614273,19.9015216697,51.2577830971
170,315,"6,469",30,4,"15,509",16829,Hill Farmstead Double Citra,,8.0,240.0,84.1875,269,100,100,,Imperial IPA,IPA,Hill Farmstead Brewery,Microbrewery,Greensboro Bend,VT,5842.0,USA,44.574196,-72.24333,6,0.0,31.3562614273,19.8843469065,51.2406083339
151,309,"6,469",30,4,"15,509",16829,Hill Farmstead Double Galaxy,Imperial Single Hop IPA hopped exclusively with Galaxy.,8.0,240.0,84.1875,209,100,100,,Imperial IPA,IPA,Hill Farmstead Brewery,Microbrewery,Greensboro Bend,VT,5842.0,USA,44.574196,-72.24333,6,0.0,31.3562614273,19.8733983924,51.2296598198
173,318,"13,418",30,4,"4,092",17848,Trillium Vicinity,"Brewed in celebration of the first anniversary of Row 34, our favorite Fort Point oyster bar and craft-beer purveyor, Vicinity highlights a neighborhood collaboration of passion and vision. Appearance is bright and straw-colored. Spicy, earthy aromas of tropical fruit notes abound. Complex flavors of grape juice, light citrus, and lychee emerge on the palate. The pilsner malt provides a cracker crisp malt character and clean, mineral finish.  
 
ABV: 8%
 
MALT: Pilsner, Flaked Wheat, Dextrine, Dextrose, C-15 

HOPS: Galaxy, Citra, Columbus",8.0,240.0,84.1875,173,100,100,,Imperial IPA,IPA,Trillium Brewing Company,Microbrewery,Boston,MA,2210.0,USA,42.347974,-71.04463,6,0.0,31.3562614273,19.8657743614,51.2220357887
174,320,"6,469",30,4,"15,509",16829,Hill Farmstead Society & Solitude #6,Imperial Pale Ale featuring the Mosaic hop variety.,8.0,240.0,84.1875,106,100,100,,Imperial IPA,IPA,Hill Farmstead Brewery,Microbrewery,Greensboro Bend,VT,5842.0,USA,44.574196,-72.24333,6,0.0,31.3562614273,19.848831839,51.2050932663
185,334,"1,381",30,4,"30,951",11808,Bissell Brothers Swish,,8.0,240.0,84.1875,84,100,100,,Imperial IPA,IPA,Bissell Brothers Brewing Company,Microbrewery,Portland,ME,4101.0,USA,43.660525,-70.25862,6,0.0,31.3562614273,19.8422955002,51.1985569275
168,313,"6,469",30,4,"15,509",16829,Hill Farmstead Double Nelson,Double IPA brewed with Nelson Sauvin hops.,8.0,240.0,84.1875,38,100,100,4.24,Imperial IPA,IPA,Hill Farmstead Brewery,Microbrewery,Greensboro Bend,VT,5842.0,USA,44.574196,-72.24333,6,0.0,31.3562614273,19.8266205172,51.1828819446
1734,3970,"13,171",81,4,"26,021",15101,Three Floyds Blakkr,"This double black as night IPA is too massive for one brewery's efforts. Blakkr took the trinity of Real Ale, Surly, and Three Floyds to actualize this crushing ale. Cheers.
 
This specific version was brewed at Three Floyds and available on tap and in 22 oz bomber bottles. For other versions, see Surly and Real Ale databases.",10.0,300.0,84.1875,109,99,100,,Black IPA,IPA,Three Floyds Brewing Company,Microbrewery,Munster,IN,46321.0,USA,41.551457,-87.50143,6,0.0,31.3562614273,19.8088422698,51.1651036971
1750,4001,"4,819",81,1,"4,794",4881,Evil Twin Yin & Yang,Imperial India Black Stout. This is a complete RTD Black and Tan. Not just any Black and Tan but the one where we flawlessly mixed a flippant good Imperial IPA with a profoundly evil Imperial Stout and sustained sweet beer balance. 33% Stout and 67% IPA.,10.0,300.0,84.1875,431,99,98,,Black IPA,IPA,Evil Twin Brewing,Client Brewer,Brooklyn,NY,11249.0,USA,40.618561,-73.9216,6,0.0,31.3562614273,19.8055153177,51.161776745
1753,4007,"12,731",81,4,"1,671",28259,Sweetwater Dank Tank Some Strange,"Living large with his 7 year squeeze, Capt. Danky was suddenly blindsided as he discovered General Betrayus under the sheets with his ho. Unstable, delirious, and in desperate need of relief, he headed to the Cheetah to drown his sorrows with a few motorboats. After his wallet was drained by a lonely dental hygienist student, she whispered in his ear the 411 on a swinging late night dance club called Johnny's Hideaway where he might get lucky. Wearing his big boy pants, he jumped in the first cab and beelined it to the hopeful honey hole. A stupefied Capt. Danky slipped in and was immediately pounced on by the house mama who set her meat hooks into him to do a little dirty dancing. Capt Danky was swept off his feet by this big ol' beauty and lured back to her cougar den for some Danky Spanky. Capt Danky awoke with an ear to ear hicky and massive claw marks on his chest, back, and sack-a-jo-wia. He slowly rolled over and uncrusted his eyes, hoping to figure out what was saddled up next to him under the leopard skin sheets. As his vision cleared, he gagged, learning he had ??seasoned?? a big fat black double IPA. Horrified, he grabbed his ring off the nightstand and jumped out the window before it was awake and ready for roust two. Here's to hoping his buddies never discover his bag-age. Get Some Strange!",10.0,300.0,84.1875,59,98,98,,Black IPA,IPA,Sweetwater Brewing Company,Microbrewery,Atlanta,GA,30324.0,USA,33.818304,-84.35779,6,0.0,31.3562614273,19.7853659381,51.1416273655
155,300,"6,469",30,4,"15,509",16829,Hill Farmstead Society & Solitude #5,"Our experimental Double IPA series continues.

Imperial IPA. American and New Zealand hops.  Think Grapefruit.  7.8% abv",7.8,234.0,84.1875,253,100,100,,Imperial IPA,IPA,Hill Farmstead Brewery,Microbrewery,Greensboro Bend,VT,5842.0,USA,44.574196,-72.24333,6,0.0,29.9819978886,19.8816168311,49.8636147196
143,286,"11,372",30,5,"34,794",22924,Russian River Pliny the Elder,"Pliny the Elder was a Roman naturalist, scholar, historian, traveler, officer, and writer. Although not considered his most important work, Pliny and his contemporaries created the botanical name for hops, ""lupus Salictarius"", meaning wolf among scrubs."" Hops at that time grew wild among willows, much like a wolf in the forest. Later the current botanical name, humulus Lupulus, was adopted. Pliny died in 79 AD while observing the eruption of Mount Vesuvius. He was immortalized by his nephew, Pliny the Younger, who continued his uncle's legacy by documenting much of what he observed during the eruption of Mount Vesuvius. Pliny the Elder, the beer, is brewed with 40% more malt and over twice the amount of hops as compared to our already hoppy IPA.",8.0,240.0,100.0,2866,100,100,,Imperial IPA,IPA,Russian River Brewing,Brew Pub/Brewery,Santa Rosa,CA,95404.0,USA,38.457611,-122.69317,6,0.0,29.8352585508,19.9756167919,49.8108753427
579,1197,"13,331",30,4,"9,749",18793,Toppling Goliath Sosus,"In his most notable mosaic work, Sosus of Pergamon depicts doves sunning atop a golden chalice. The image was said to be so enticing that real birds flew into it while trying to reach their stone companions. This single-hop showcase is inspired by the beauty of divinity of the Sosus mosaics. Just as the doves discovered their golden nectar, discover the irresistible nature of the Mosaic hop.",8.0,240.0,100.0,181,100,99,,Imperial IPA,IPA,Toppling Goliath,Microbrewery,Decorah,IA,52101.0,USA,43.345879,-91.77187,6,0.0,29.9257186988,19.8675468974,49.7932655961
568,1185,151,30,4,"34,375",6960,AleSmith Double IPA,Previously known as Summer YuleSmith.,8.5,255.0,105.0,1428,100,100,,Imperial IPA,IPA,AleSmith Brewing Company,Microbrewery,San Diego,CA,92126.0,USA,32.914346,-117.14116,6,0.0,29.3410840019,19.9566924487,49.2977764506
592,1228,"13,957",66,6,"37,211",11612,Walking Man Bourbon Barrel Somnambulator Doppelbock,Somnambulator aged in a bourbon barrel.,10.5,315.0,33.6,11,97,98,3.95,Doppelbock,Bock,Walking Man Brewing,Brew Pub,Stevenson,WA,98648.0,USA,45.669604,-121.91332,11,34.8930764,-4.31654485593,18.0688567979,48.645388342
602,1248,"5,200",66,4,"10,526",9225,DeGroens Doppelbock,"Doppelbock (dop-el-bok) -- Dark and rich with a big beer taste, Doppelbock is our traditional holiday brew. The Great American Beer Festival awarded ita Silver Medal in 1994 and a Gold Medal in 1995 in its bock beer category.  Its exceptionally smooth, full-bodied character is sure to brighten your spirits. Like all DeGroen's beers, Doppelbock is brewed with the finest, all natural ingredients and strict adherence to the Reinheitsgebot, the Bavarian Purity Law of 1516.",8.5,255.0,33.6,23,96,96,3.83,Doppelbock,Bock,Fordham Brewing Company (Coastal Brewing Co.),Microbrewery,Dover,DE,19901.0,USA,39.16426,-75.51163,11,33.54882716,-3.15123798649,18.1218893675,48.519478541
1749,3999,"5,239",81,4,"15,169",13540,Founders Inspired Artist Black IPA,The artwork first ?? is Kevin O'Rourke. His artwork has been featured on concert posters for Sonic Youth & Flaming Lips. The beer?  A black IPA. Inspired Artist Black IPA is brewed with black wheat malt and of course a ton of complimentary hops. Look for the debut across Michigan in August. Lovers of craft beer and art can look forward a one of these releases each year.,7.5,225.0,88.0,48,99,98,,Black IPA,IPA,Founders Brewing Company,Microbrewery,Grand Rapids,MI,49503.0,USA,42.964176,-85.65885,6,0.0,28.3937910263,19.8099830833,48.2037741096
1662,3857,"13,400",49,4,"25,265",15190,Tree House Green,"Our cross-continental IPA.  Made with Australian and American hops, this citrus heavy IPA opens up in the glass with notes of pineapple, tangerine, and orange rind.  It's sharply bitter . . . The name comes from the initial batch in which, post boil, the wort looked green from so much hop particulate floating around.",7.5,225.0,84.1875,198,100,100,,India Pale Ale (IPA),IPA,Tree House Brewing Company,Microbrewery,Monson,MA,1057.0,USA,42.089269,-72.317,6,0.0,27.8520538113,19.8711623389,47.7232161503
596,1234,"2,556",66,4,"8,451",16805,Ommegang / Urban Chestnut Collaboration 2016,Collaboration with Urban Chestnut. Uses Urban Chestnuts Doppelbock recipe and Ommegangs house yeast.,7.5,225.0,33.6,40,95,98,,Doppelbock,Bock,Brewery Ommegang  (Duvel-Moortgat),Microbrewery,Cooperstown,NY,13326.0,USA,42.703091,-74.91413,11,33.49271296,-4.31654485593,18.166508668,47.3426767721
565,1180,"7,395",30,6,"19,599",9564,Kern River Citra Double IPA,A double IPA that is hazy pale in color with a strong pungent aroma that comes from large amounts of Citra hops.,8.0,240.0,75.0,207,100,100,,Imperial IPA,IPA,Kern River Brewing,Brew Pub,Kernville,CA,93238.0,USA,35.784367,-118.43769,6,0.0,27.4569733195,19.8729976286,47.3299709481
1751,4003,"7,720",81,4,"29,864",16835,Lagunitas NightTime Ale,"There are two kinds. There is the DayTime kind, which is bright and welcoming and then there is the NightTime kind, which should never be confused with the DayTime. NightTime is dark and deep and may take you to unexpected places, places that the DayTime cannot. But then, the NightTime is not suited for ordinary life and ordinary tasks. In fact, NightTime may be the answer for that sort of thing, meaning that those sorts of things may never get done. Things take time in the NightTime, things slow down and you can puase (you have to, actually) and investigate carefully to find that level of objective detachment that is only possible under the spell of the NightTime. Seek the Day, but fear not the Night. 2014 - 8.6%, 73 IBU. 2015 - 7.8%, 74 IBU. 2016 - 8%, 74 IBU.",8.0,240.0,74.0,691,98,98,,Black IPA,IPA,Lagunitas Brewing Company (Heineken),Microbrewery,Petaluma,CA,94954.0,USA,38.243299,-122.6069,6,0.0,26.9339793891,19.6803730127,46.6143524018
1087,2352,"9,265",39,5,"29,215",19104,Nebraska Reserve Series Barrel Aged HopAnomaly,"An artful creation which began with our HopAnomaly Belgian-Style IPA, enhanced by a 6 month maturation in French Oak Chardonnay Barrels. This version of Hop God is a fascinating, big, bold Belgian-style Tripel hopped in very high amounts to concentrate citrus, grapefruit and floral aromatics in the nose. The addition of Chardonnay barrel aging adds further dimension and oak tannins to an already wonderfully complex Ale ?? bringing to mind tropical fruits and peach. We know of nothing that compares ?? enjoy!  
 
2012 North American Beer Awards?? Silver Medal- Other Belgian Style Ales
 2012 Los Angeles International Commercial Beer Competition?? Gold Medal ?? American-Belgo Style Ale
 2013 Los Angeles International Commercial Beer Competition ?? Gold Medal?? American-Belgo Style Ale
 2014 San Diego International Beer ?? Bronze Medal ?? Other Belgian-Style Ale
 2015 Festival of Wood & Barrel Aged Beer ?? Silver Medal Strong Pale Beer Category",10.6,318.0,87.0,177,98,99,,Belgian Strong Ale,Strong Ale,Nebraska Brewing Company,Brew Pub/Brewery,Papillion,NE,68046.0,USA,41.151899,-96.04484,7,0.0,26.9092042339,19.4546532729,46.3638575068
1664,3859,"13,418",49,4,"4,092",17848,Trillium Melcher Street IPA,"This popular edition in our ??Street?? series of India Pale Ales spotlights the remarkably complex Mosaic hop. Melcher Street is hazy, pale orange in appearance and emits aromatic qualities of grapefruit, mild-earthy pine, and mango on the nose. Dank flavors of pine and green hop, along with juicy notes of tropical fruit, melon, and peach, are accentuated with crisp malt character, mild bitterness, and a soft, effervescent mouthfeel. 
 
ABV: 7.2%
 
MALT: American 2-row Barley, White Wheat, C-15, Dextrine, Dextrose
 
HOPS: Mosaic, Columbus",7.3,219.0,84.1875,117,100,100,,India Pale Ale (IPA),IPA,Trillium Brewing Company,Microbrewery,Boston,MA,2210.0,USA,42.347974,-71.04463,6,0.0,26.4030853791,19.851900951,46.2549863301
1677,3876,"12,692",49,4,"24,923",23182,Surly / Amager Todd - The Axe Man (Surly Version),"Our version of the West Coast Style IPA first brewed in collaboration with Amager Brewery in Denmark. Brewed with one malt, Golden Promise from the UK, with Citra and Mosaic hops. If you think Todd is a good brewer, you should hear him play his axe (guitar)! Named by Amager's marketing director Henrik Paps??.",7.2,216.0,84.1875,318,100,100,,India Pale Ale (IPA),IPA,Surly Brewing Company,Microbrewery,Minneapolis,MN,55414.0,USA,44.980379,-93.23003,6,0.0,25.6725287076,19.8919761331,45.5645048407
1661,3856,"13,418",49,4,"4,092",17848,Trillium Congress Street IPA,"Our flagship American IPA highlights the distinctively aromatic Australian Galaxy hop.  The nose bursts with pine, citrus rind, melon and pineapple. Pronounced flavors of peach, clementine, and tropical fruits are accentuated with moderate bitterness and balanced by a light, biscuity malt character.  
 
ABV: 7.2%
 
MALT: American 2-row Barley, White Wheat, C-15, Dextrine, Dextrose
 
HOPS: Galaxy, Columbus",7.2,216.0,84.1875,196,100,100,,India Pale Ale (IPA),IPA,Trillium Brewing Company,Microbrewery,Boston,MA,2210.0,USA,42.347974,-71.04463,6,0.0,25.6725287076,19.8707472702,45.5432759778
