"","name","ibu","abv","calories","beer_style_name","beer_style_norm","num_ratings","overall_rating","brewery_name","brewery_type","city","state","zip_code","post_code","loc_id","lat","long"
"134","Metropolitan Kr??nkshaft",NA,5,150,"K??lsch","Pils/Lager",124,69,"Metropolitan Brewing","Microbrewery","Chicago","IL","60640","7,008","11056",41.973181,-87.6665
"135","Left Hand Travelin?? Light",22,4.8,144,"K??lsch","Pils/Lager",24,69,"Left Hand Brewing Company","Microbrewery","Longmont","CO","80501","21,979","3718",40.171484,-105.10033
"136","Hops & Grain 787??2",NA,4.9,147,"K??lsch","Pils/Lager",14,71,"Hops & Grain Brewing","Microbrewery","Austin","TX","78702","1,948","26624",30.265158,-97.71879
"137","Drakes Blonde Ale",NA,4.5,135,"K??lsch","Pils/Lager",106,73,"Drakes Brewing Company","Microbrewery","San Leandro","CA","94577","34,631","21104",37.722279,-122.15702
"138","De Garde The Anniversary",NA,5,150,"Lambic Style - Gueuze","Sour",24,100,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","38,521","11640",45.459109,-123.80389
"139","Urban Chestnut Bap Kolsch",12,4.5,135,"K??lsch","Pils/Lager",31,72,"Urban Chestnut Brewing Company","Brew Pub/Brewery","Saint Louis","MO","63103","33,720","4037",38.631451,-90.21415
"140","Boulevard American K??lsch",18,4.6,138,"K??lsch","Pils/Lager",65,66,"Boulevard Brewing Company (Duvel-Moortgat)","Commercial Brewery","Kansas City","MO","64108","19,278","21489",39.084554,-94.58296
"141","Firestone Walker Rye Double DBA",NA,15,450,"Barley Wine","Other (Cider, Mead, etc.)",28,100,"Firestone Walker Brewing (Duvel-Moortgat)","Commercial Brewery","Paso Robles","CA","93446","29,400","8515",35.640589,-120.70418
"142","Gekkeikan (Laurel Crown) Zipang Sparkling Sake",NA,7,210,"Sak?? - Junmai","Sake",11,36,"Gekkeikan Sake (USA)","Sake Producer","Folsom","CA","95630","13,136","17702",38.672127,-121.15783
"143","Ozeki (USA) Pure Junmai Sake",NA,16,480,"Sak?? - Junmai","Sake",15,21,"Ozeki Sake (USA), Inc.","Sake Producer","Hollister","CA","95023","17,257","5011",36.862243,-121.38006
"144","Ozeki (Champion) Dry Sake",NA,14.5,435,"Sak?? - Junmai","Sake",99,18,"Ozeki Sake (USA), Inc.","Sake Producer","Hollister","CA","95023","17,257","5011",36.862243,-121.38006
"145","Sho Chiku Bai (Pine Bamboo Plum) Classic Sake",NA,16,480,"Sak?? - Junmai","Sake",118,16,"Takara Sake USA","Sake Producer","Berkeley","CA","94710","3,135","10487",37.869976,-122.2981
"146","Russian River Pliny the Younger",NA,11,330,"Imperial IPA","IPA",769,100,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","34,794","22924",38.457611,-122.69317
"147","Russian River Pliny the Elder",100,8,240,"Imperial IPA","IPA",2866,100,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","34,794","22924",38.457611,-122.69317
"148","Alchemist Heady Topper",120,8,240,"Imperial IPA","IPA",1584,100,"The Alchemist","Microbrewery","Stowe","VT","05672","37,392","26725",44.475387,-72.70225
"149","Three Floyds Dreadnaught Imperial IPA",100,9.5,285,"Imperial IPA","IPA",2157,100,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","26,021","15101",41.551457,-87.50143
"150","Toppling Goliath King Sue",NA,8.5,255,"Imperial IPA","IPA",188,100,"Toppling Goliath","Microbrewery","Decorah","IA","52101","9,749","18793",43.345879,-91.77187
"151","Hill Farmstead Aaron",NA,NA,NA,"Barley Wine","Other (Cider, Mead, etc.)",101,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"152","Hill Farmstead Abner",NA,8,240,"Imperial IPA","IPA",390,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"153","Hair of the Dog Matt",NA,12.5,375,"American Strong Ale","Strong Ale",484,100,"Hair of the Dog Brewing Company","Brew Pub/Brewery","Portland","OR","97214","30,980","10960",45.51379,-122.6458
"154","Firestone Walker 20 (XX Twentieth Anniversary Ale)",NA,13,390,"American Strong Ale","Strong Ale",68,100,"Firestone Walker Brewing (Duvel-Moortgat)","Commercial Brewery","Paso Robles","CA","93446","29,400","8515",35.640589,-120.70418
"155","Maine Beer Dinner",NA,8.2,246,"Imperial IPA","IPA",152,100,"Maine Beer Company","Microbrewery","Freeport","ME","04032","13,838","3494",43.843778,-70.10172
"156","Hill Farmstead Ephraim",280,10.3,309,"Imperial IPA","IPA",194,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"157","Alpine Beer Company Keene Idea",NA,8.88,266,"Imperial IPA","IPA",54,100,"Alpine Beer Company (CA)","Microbrewery","Alpine","CA","91901","688","2202",32.823102,-116.73864
"158","Hill Farmstead Society & Solitude #5",NA,7.8,234,"Imperial IPA","IPA",253,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"159","Lost Abbey The Angels Share - Bourbon Barrel",NA,12.5,375,"Barley Wine","Other (Cider, Mead, etc.)",992,100,"Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","34,651","17796",33.144908,-117.17128
"160","Fremont Abominable - Bourbon Barrel Coffee Cinnamon",NA,14,420,"American Strong Ale","Strong Ale",146,100,"Fremont Brewing Company","Microbrewery","Seattle","WA","98103","35,212","13678",47.64767,-122.39758
"161","Three Floyds Zombie Dust",50,6.2,186,"American Pale Ale","Pale Ale",1375,100,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","26,021","15101",41.551457,-87.50143
"162","Flossmoor Station Wooden Hell",NA,9.5,285,"Barley Wine","Other (Cider, Mead, etc.)",190,100,"Flossmoor Station Restaurant & Brewery","Brew Pub","Flossmoor","IL","60422","13,093","22816",41.539384,-87.68424
"163","AleSmith Old Numbskull - Bourbon Barrel Aged",NA,11,330,"Barley Wine","Other (Cider, Mead, etc.)",669,100,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"164","Side Project Anabasis",NA,14,420,"Barley Wine","Other (Cider, Mead, etc.)",15,100,"Side Project Brewing","Microbrewery","Saint Louis","MO","63143","33,745","4037",38.612452,-90.31822
"165","Tree House Very Hazy",NA,8.6,258,"Imperial IPA","IPA",29,100,"Tree House Brewing Company","Microbrewery","Monson","MA","01057","25,265","15190",42.089269,-72.317
"166","AleSmith Wee Heavy Scotch Ale - Bourbon Barrel",NA,10,300,"Scotch Ale","Strong Ale",527,100,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"167","Hill Farmstead Double Galaxy",NA,8,240,"Imperial IPA","IPA",209,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"168","Lost Abbey Box Set: Track #6 (Highway to Hell)",NA,14.3,429,"American Strong Ale","Strong Ale",82,100,"Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","34,651","17796",33.144908,-117.17128
"169","Tree House Julius",NA,6.8,204,"India Pale Ale (IPA)","IPA",285,100,"Tree House Brewing Company","Microbrewery","Monson","MA","01057","25,265","15190",42.089269,-72.317
"170","Tree House Juice Machine (2015- )",NA,8.2,246,"Imperial IPA","IPA",35,100,"Tree House Brewing Company","Microbrewery","Monson","MA","01057","25,265","15190",42.089269,-72.317
"171","Hill Farmstead Double Nelson",NA,8,240,"Imperial IPA","IPA",38,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"172","Trillium Melcher Street IPA - Double Dry Hopped",NA,7.2,216,"India Pale Ale (IPA)","IPA",107,100,"Trillium Brewing Company","Microbrewery","Boston","MA","02210","4,092","17848",42.347974,-71.04463
"173","Hill Farmstead Double Citra",NA,8,240,"Imperial IPA","IPA",269,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"174","Kuhnhenn Fourth Dementia (4D) Old Ale - Bourbon Barrel",NA,13.5,405,"Old Ale","Brown/Amber Ale",501,100,"Kuhnhenn Brewing","Brew Pub","Warren","MI","48092","40,506","23808",42.511293,-83.0597
"175","Goose Island Bourbon County Barleywine",60,12.1,363,"Barley Wine","Other (Cider, Mead, etc.)",691,100,"Goose Island Beer Company (AB-InBev)","Commercial Brewery","Chicago","IL","60612","6,982","11056",41.880682,-87.6877
"176","Trillium Vicinity",NA,8,240,"Imperial IPA","IPA",173,100,"Trillium Brewing Company","Microbrewery","Boston","MA","02210","4,092","17848",42.347974,-71.04463
"177","Hill Farmstead Society & Solitude #6",NA,8,240,"Imperial IPA","IPA",106,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"178","Port Brewing Older Viscosity",NA,12,360,"American Strong Ale","Strong Ale",1158,100,"Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","34,651","17796",33.144908,-117.17128
"179","Lost Abbey Deliverance",NA,12.5,375,"American Strong Ale","Strong Ale",758,100,"Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","34,651","17796",33.144908,-117.17128
"180","Firestone Walker Sucaba",42,13,390,"Barley Wine","Other (Cider, Mead, etc.)",895,100,"Firestone Walker Brewing (Duvel-Moortgat)","Commercial Brewery","Paso Robles","CA","93446","29,400","8515",35.640589,-120.70418
"181","Trillium Congress Street IPA - Double Dry Hopped",NA,7.2,216,"India Pale Ale (IPA)","IPA",102,100,"Trillium Brewing Company","Microbrewery","Boston","MA","02210","4,092","17848",42.347974,-71.04463
"182","Tree House Alter Ego",NA,6.8,204,"India Pale Ale (IPA)","IPA",155,100,"Tree House Brewing Company","Microbrewery","Monson","MA","01057","25,265","15190",42.089269,-72.317
"183","Lost Abbey The Angels Share Grand Cru",NA,12,360,"Barley Wine","Other (Cider, Mead, etc.)",245,100,"Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","34,651","17796",33.144908,-117.17128
"184","Alpine Beer Company Exponential Hoppiness",NA,11,330,"Imperial IPA","IPA",442,100,"Alpine Beer Company (CA)","Microbrewery","Alpine","CA","91901","688","2202",32.823102,-116.73864
"185","AleSmith Reforged XX",NA,11,330,"American Strong Ale","Strong Ale",129,100,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"186","Hill Farmstead Susan",NA,6.2,186,"India Pale Ale (IPA)","IPA",331,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"187","Bissell Brothers Swish",NA,8,240,"Imperial IPA","IPA",84,100,"Bissell Brothers Brewing Company","Microbrewery","Portland","ME","04101","30,951","11808",43.660525,-70.25862
"188","De Garde The Broken Truck",NA,5,150,"Lambic Style - Gueuze","Sour",21,100,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","38,521","11640",45.459109,-123.80389
"189","Bullfrog Le Roar Grrrz",NA,6,180,"Lambic Style - Gueuze","Sour",83,99,"Bullfrog Brewery","Brew Pub","Williamsport","PA","17701","42,213","25161",41.256736,-77.0108
"190","New Glarus R & D Vintage 2015",NA,5,150,"Lambic Style - Gueuze","Sour",26,99,"New Glarus Brewing Company","Microbrewery","New Glarus","WI","53574","26,685","20574",42.81636,-89.64075
"191","Jester King 2016 SPON Methode Gueuze",NA,6,180,"Lambic Style - Gueuze","Sour",50,99,"Jester King Brewery","Brew Pub/Brewery","Austin","TX","78736","1,980","26624",30.245558,-97.94177
"192","New Glarus R & D Vintage 2014",8,6,180,"Lambic Style - Gueuze","Sour",70,99,"New Glarus Brewing Company","Microbrewery","New Glarus","WI","53574","26,685","20574",42.81636,-89.64075
"193","De Garde The Broken Truck 2",NA,5,150,"Lambic Style - Gueuze","Sour",58,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","38,521","11640",45.459109,-123.80389
"194","Allagash Coolship Resurgam",NA,6,180,"Lambic Style - Gueuze","Sour",209,99,"Allagash Brewing Company","Microbrewery","Portland","ME","04103","30,945","11808",43.685882,-70.2903
"195","Bruery Terreux Rueuze (2015+)",NA,6,180,"Lambic Style - Gueuze","Sour",83,98,"Bruery Terreux","Client Brewer","Anaheim","CA","92806","935","14147",33.835465,-117.87362
"196","Funk Factory Geuzeria / O??so White Lodge Reserve Geuze",NA,6.5,195,"Lambic Style - Gueuze","Sour",27,98,"Funk Factory Geuzeria","Client Brewer","Madison","WI","53715","22,747","542",43.061546,-89.40024
"197","Devils Backbone / Sun King Another State of Kind",68,6.8,204,"Cream Ale","Pils/Lager",27,73,"Devils Backbone Brewing Company (AB InBev)","Brew Pub/Brewery","Roseland","VA","22967","33,078","18312",37.79151,-78.98961
"198","Jester King 2016 SPON Flor",NA,5.1,153,"Lambic Style - Gueuze","Sour",25,98,"Jester King Brewery","Brew Pub/Brewery","Austin","TX","78736","1,980","26624",30.245558,-97.94177
"199","Upland Sour Reserve Ale",NA,5.5,165,"Lambic Style - Gueuze","Sour",119,98,"Upland Brewing Company","Brew Pub/Brewery","Bloomington","IN","47404","3,732","3479",39.188246,-86.56779
"200","Momokawa G Joy Junmai Ginjo Genshu Sake",NA,18,540,"Sak?? - Genshu","Sake",52,88,"SakeOne Corporation","Sake Producer","Forest Grove","OR","97116","13,200","23926",45.541009,-123.13043
"201","moto-i Junmai Nama Genshu Sake",NA,18.4,552,"Sak?? - Genshu","Sake",12,63,"moto-i","Sake Producer","Minneapolis","MN","55408","24,906","23182",44.947515,-93.28742
"202","Mike Hess Coffee Grazias",NA,5.5,165,"Cream Ale","Pils/Lager",22,73,"Mike Hess Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"203","Roundabout Corn on the Bine",NA,4.5,135,"Cream Ale","Pils/Lager",11,91,"Roundabout Brewery","Microbrewery","Pittsburgh","PA","15201","30,385","18744",40.471468,-79.95726
"204","Blackberry Farm Native Series - Tennessee Cream Ale",34,6.3,189,"Cream Ale","Pils/Lager",22,88,"Blackberry Farm","Microbrewery","Walland","TN","37886","40,330","15523",35.734481,-83.81988
"205","Ballast Point Calm Before The Storm",15,5.5,165,"Cream Ale","Pils/Lager",350,86,"Ballast Point Brewing Company (Constellation)","Microbrewery","San Diego","CA","92110","34,355","6960",32.766482,-117.20077
"206","Carton / Barrier SS-C.R.E.A.M",70,8.4,252,"Cream Ale","Pils/Lager",28,85,"Carton Brewing","Microbrewery","Atlantic Highlands","NJ","07716","1,778","19187",40.407958,-74.03483
"207","Sixpoint C.R.E.A.M.",25,7.2,216,"Cream Ale","Pils/Lager",125,65,"Sixpoint Brewery","Microbrewery","Brooklyn","NY","11231","4,777","4881",40.694214,-73.96529
"208","Jailbreak The White Russian",NA,5,150,"Cream Ale","Pils/Lager",17,65,"Jailbreak Brewing Company","Microbrewery","Laurel","MD","20723","20,837","12414",39.134062,-76.8579
"209","Fieldwork Churro",NA,5.5,165,"Cream Ale","Pils/Lager",10,76,"Fieldwork Brewing Company","Microbrewery","Berkeley","CA","94710","3,135","10487",37.869976,-122.2981
"210","Hinterland Pub Draught",NA,5.3,159,"Cream Ale","Pils/Lager",32,76,"Hinterland Brewery","Brew Pub/Brewery","Green Bay","WI","54304","15,394","19302",44.499346,-88.06318
"211","Slumbrew My Better Half",25,7.2,216,"Cream Ale","Pils/Lager",25,83,"Somerville Brewing Company (Slumbrew)","Microbrewery","Somerville","MA","02143","36,294","7442",42.381929,-71.09908
"212","AleSmith Cream Ale",NA,5,150,"Cream Ale","Pils/Lager",41,82,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"213","Burnside The Fifth Ellament",45,5.5,165,"Cream Ale","Pils/Lager",28,81,"Burnside Brewing Company (OR)","Brew Pub/Brewery","Portland","OR","97214","30,980","10960",45.51379,-122.6458
"214","Due South Imperial Caramel Cream Ale",NA,8.4,252,"Cream Ale","Pils/Lager",15,81,"Due South Brewing Co.","Microbrewery","Boynton Beach","FL","33426","4,247","23617",26.529581,-80.08226
"215","Carton Wiscovation",40,6,180,"Cream Ale","Pils/Lager",12,81,"Carton Brewing","Microbrewery","Atlantic Highlands","NJ","07716","1,778","19187",40.407958,-74.03483
"216","Blackrocks Grand Rabbits",NA,5.5,165,"Cream Ale","Pils/Lager",30,78,"Blackrocks Brewery","Microbrewery","Marquette","MI","49855","23,308","10220",46.554402,-87.42223
"217","Pipeworks Dark Matter Machine",NA,6.2,186,"Cream Ale","Pils/Lager",10,75,"Pipeworks Brewing Company","Microbrewery","Chicago","IL","60647","7,014","11056",41.921126,-87.70085
"218","Due South Caramel Cream Ale",NA,5,150,"Cream Ale","Pils/Lager",100,71,"Due South Brewing Co.","Microbrewery","Boynton Beach","FL","33426","4,247","23617",26.529581,-80.08226
"219","Sixpoint Sweet Action",34,5.2,156,"Cream Ale","Pils/Lager",829,69,"Sixpoint Brewery","Microbrewery","Brooklyn","NY","11231","4,777","4881",40.702348,-73.94288
"220","Clown Shoes Moses and the Misfits",NA,9.1,273,"Cream Ale","Pils/Lager",60,68,"Clown Shoes Beer","Client Brewer","Ipswich","MA","01938","18,424","6025",42.682965,-70.84007
"221","Due South Maple Orange Imperial Caramel Cream Ale",NA,8.2,246,"Cream Ale","Pils/Lager",16,70,"Due South Brewing Co.","Microbrewery","Boynton Beach","FL","33426","4,247","23617",26.529581,-80.08226
"222","Mother Earth Cali Creamin",NA,5.2,156,"Cream Ale","Pils/Lager",170,65,"Mother Earth Brew Company","Microbrewery","Vista","CA","92081",NA,"10674",33.179587,-117.24461
"223","Mikkeller San Diego Beer Geek Breakfast (Dark Horse Coffee)",NA,7.5,225,"Stout","Stout",38,98,"Mikkeller San Diego","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"224","Victory Blackboard Series #5 Cream Ale with Cold Brewed Coffee",NA,5.2,156,"Cream Ale","Pils/Lager",78,61,"Victory Brewing Company (ABV)","Microbrewery","Downingtown","PA","19335","10,571","14117",40.02342,-75.71389
"225","Right Brain Cakewalk Vanilla Cream Ale",10,4.5,135,"Cream Ale","Pils/Lager",15,62,"Right Brain Brewery","Brew Pub/Brewery","Traverse City","MI","49684","38,873","24114",44.74136,-85.67316
"226","Cigar City Xenu Honey Cream Ale",NA,5,150,"Cream Ale","Pils/Lager",33,60,"Cigar City Brewing","Microbrewery","Tampa","FL","33607","38,089","24636",27.963798,-82.49537
"227","Carlyle Vanilla Cream Ale",NA,4.5,135,"Cream Ale","Pils/Lager",35,58,"Carlyle Brewing Company","Brew Pub","Rockford","IL","61104","32,795","334",42.25537,-89.07602
"228","Odd Side Ales Bourbon Barrel Aged Mayan Mocha",NA,6,180,"Stout","Stout",84,99,"Odd Side Ales","Brew Pub/Brewery","Grand Haven","MI","49417","15,132","13801",43.04117,-86.19013
"229","Rapp Chocolate Peanut Butter Stout",NA,6.8,204,"Stout","Stout",74,99,"Rapp Brewing Company","Microbrewery","Largo","FL","33777","20,692","1444",27.851052,-82.76111
"230","Arizona Wilderness Superstition Coffee Stout",NA,6.6,198,"Stout","Stout",88,99,"Arizona Wilderness Brewing Company","Brew Pub","Gilbert","AZ","85233","14,553","26038",33.348593,-111.80833
"231","Rogue Shakespeare Oatmeal Stout",60,6.5,195,"Stout","Stout",2467,99,"Rogue Ales","Microbrewery","Newport","OR","97365","26,944","13985",44.649252,-124.05039
"232","Three Floyds Hell??s Black Intelligenser (HBI)",29,6,180,"Stout","Stout",83,99,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","26,021","15101",41.551457,-87.50143
"233","Modern Times City of the Dead",30,7.5,225,"Stout","Stout",291,99,"Modern Times Beer","Microbrewery","San Diego","CA","92110","34,355","6960",32.766482,-117.20077
"234","Pisgah Valdez",NA,6.8,204,"Stout","Stout",204,99,"Pisgah Brewing Company","Microbrewery","Black Mountain","NC","28711","3,578","18492",35.605146,-82.31665
"235","Pike XXXXX Stout",65,7,210,"Stout","Stout",614,98,"Pike Brewing Company","Brew Pub/Brewery","Seattle","WA","98101","35,237","13678",47.432251,-121.803388
"236","Maine Beer Mean Old Tom",NA,6.5,195,"Stout","Stout",597,98,"Maine Beer Company","Microbrewery","Freeport","ME","04032","13,838","3494",43.843778,-70.10172
"237","Burial Skillet Donut Stout",60,7.5,225,"Stout","Stout",86,98,"Burial Beer Company","Microbrewery","Asheville","NC","28801","1,502","13139",35.595661,-82.55632
